League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
LaLiga ,18/19 ,8 ,Getafe ,Levante ,0 ,1 ,54% ,46% ,15 ,12 ,4 ,3 ,6 ,6 ,5 ,3 ,10 ,2 ,2 ,2 ,17 ,18 ,3 ,5 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,null ,null ,11 ,5 ,4 ,7 ,2 ,4 ,342 ,303 ,243 (71%) ,207 (68%) ,32/79 (41%) ,34/65 (52%) ,10/36 (28%) ,1/8 (13%) ,9/24 (38%) ,8/16 (50%) ,169 ,149 ,62 ,65 ,15 ,21 ,21 ,20 ,10 ,11 ,13 ,28 ,56% ,44% ,10 ,5 ,2 ,1 ,5 ,3 ,3 ,1 ,7 ,2 ,0 ,1 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,7 ,2 ,3 ,3 ,1 ,2 ,154 ,126 ,108 (70%) ,85 (67%) ,18/41 (44%) ,16/29 (55%) ,5/21 (24%) ,1/7 (14%) ,3/10 (30%) ,4/8 (50%) ,26 ,33 ,6 ,12 ,10 ,9 ,4 ,5 ,7 ,14 ,53% ,47% ,5 ,7 ,2 ,2 ,1 ,3 ,2 ,2 ,3 ,0 ,2 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,4 ,3 ,1 ,4 ,1 ,2 ,188 ,177 ,135 (72%) ,122 (69%) ,14/38 (37%) ,18/36 (50%) ,5/15 (33%) ,0/1 (0%) ,6/14 (43%) ,4/8 (50%) ,36 ,32 ,9 ,9 ,11 ,11 ,6 ,6 ,6 ,14 ,
LaLiga ,18/19 ,8 ,Deportivo Alavés ,Real Madrid ,1 ,0 ,30% ,70% ,8 ,13 ,4 ,6 ,3 ,4 ,1 ,3 ,4 ,3 ,0 ,2 ,20 ,10 ,1 ,0 ,null ,null ,4 ,1 ,3 ,1 ,null ,null ,1 ,0 ,4 ,7 ,4 ,6 ,5 ,3 ,298 ,686 ,204 (68%) ,607 (88%) ,23/63 (37%) ,67/81 (83%) ,3/10 (30%) ,5/22 (23%) ,2/11 (18%) ,2/14 (14%) ,137 ,127 ,48 ,54 ,20 ,20 ,18 ,12 ,9 ,10 ,25 ,14 ,25% ,75% ,1 ,6 ,0 ,3 ,0 ,2 ,1 ,1 ,2 ,3 ,0 ,1 ,0 ,0 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,0 ,0 ,0 ,4 ,1 ,2 ,2 ,0 ,133 ,381 ,94 (71%) ,345 (91%) ,12/31 (39%) ,42/48 (88%) ,1/5 (20%) ,3/12 (25%) ,2/5 (40%) ,1/9 (11%) ,26 ,30 ,8 ,12 ,11 ,6 ,4 ,5 ,13 ,6 ,35% ,65% ,7 ,7 ,4 ,3 ,3 ,2 ,0 ,2 ,2 ,0 ,0 ,1 ,1 ,0 ,null ,null ,3 ,0 ,2 ,0 ,null ,null ,1 ,0 ,4 ,3 ,3 ,4 ,3 ,3 ,165 ,305 ,110 (67%) ,262 (86%) ,11/32 (34%) ,25/33 (76%) ,2/5 (40%) ,2/10 (20%) ,0/6 (0%) ,1/5 (20%) ,22 ,24 ,12 ,8 ,7 ,6 ,5 ,5 ,12 ,8 ,
LaLiga ,18/19 ,8 ,Leganés ,Rayo Vallecano ,1 ,0 ,35% ,65% ,13 ,6 ,4 ,2 ,5 ,2 ,4 ,2 ,6 ,4 ,5 ,2 ,12 ,12 ,1 ,4 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,8 ,1 ,5 ,5 ,2 ,3 ,254 ,474 ,173 (68%) ,393 (83%) ,33/68 (49%) ,37/65 (57%) ,8/21 (38%) ,6/31 (19%) ,2/7 (29%) ,7/14 (50%) ,127 ,140 ,46 ,40 ,18 ,9 ,15 ,14 ,14 ,6 ,28 ,20 ,40% ,60% ,8 ,2 ,2 ,0 ,3 ,0 ,3 ,2 ,2 ,3 ,2 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,3 ,2 ,0 ,1 ,147 ,209 ,111 (76%) ,174 (83%) ,23/36 (64%) ,13/25 (52%) ,3/10 (30%) ,4/18 (22%) ,2/4 (50%) ,4/6 (67%) ,23 ,17 ,10 ,1 ,7 ,6 ,8 ,3 ,20 ,10 ,29% ,71% ,5 ,4 ,2 ,2 ,2 ,2 ,1 ,0 ,4 ,1 ,3 ,1 ,0 ,3 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,3 ,1 ,2 ,3 ,2 ,2 ,107 ,265 ,62 (58%) ,219 (83%) ,10/32 (31%) ,24/40 (60%) ,5/11 (45%) ,2/13 (15%) ,0/3 (0%) ,3/8 (38%) ,23 ,23 ,8 ,8 ,8 ,8 ,6 ,3 ,8 ,10 ,
LaLiga ,18/19 ,8 ,Real Valladolid ,Huesca ,1 ,0 ,42% ,58% ,9 ,11 ,3 ,1 ,3 ,7 ,3 ,3 ,6 ,2 ,5 ,1 ,9 ,13 ,1 ,2 ,null ,null ,2 ,1 ,2 ,1 ,null ,null ,null ,null ,4 ,7 ,5 ,4 ,1 ,2 ,367 ,488 ,280 (76%) ,395 (81%) ,28/69 (41%) ,31/62 (50%) ,3/15 (20%) ,5/19 (26%) ,4/10 (40%) ,3/11 (27%) ,141 ,142 ,45 ,55 ,17 ,27 ,15 ,18 ,4 ,7 ,26 ,8 ,50% ,50% ,5 ,3 ,1 ,0 ,2 ,2 ,2 ,1 ,3 ,0 ,3 ,0 ,1 ,2 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,2 ,1 ,3 ,2 ,0 ,0 ,213 ,213 ,178 (84%) ,168 (79%) ,19/29 (66%) ,15/31 (48%) ,2/10 (20%) ,1/2 (50%) ,3/6 (50%) ,1/3 (33%) ,21 ,24 ,5 ,10 ,6 ,11 ,2 ,5 ,5 ,4 ,34% ,66% ,4 ,8 ,2 ,1 ,1 ,5 ,1 ,2 ,3 ,2 ,2 ,1 ,0 ,0 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,2 ,6 ,2 ,2 ,1 ,2 ,154 ,275 ,102 (66%) ,227 (83%) ,9/40 (23%) ,16/31 (52%) ,1/5 (20%) ,4/17 (24%) ,1/4 (25%) ,2/8 (25%) ,24 ,31 ,12 ,17 ,9 ,7 ,2 ,2 ,21 ,4 ,
LaLiga ,18/19 ,8 ,Atlético Madrid ,Real Betis ,1 ,0 ,36% ,64% ,13 ,5 ,4 ,0 ,8 ,3 ,1 ,2 ,6 ,4 ,null ,null ,16 ,10 ,5 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,8 ,1 ,5 ,4 ,0 ,3 ,351 ,623 ,269 (77%) ,541 (87%) ,24/47 (51%) ,38/57 (67%) ,5/17 (29%) ,3/12 (25%) ,5/6 (83%) ,5/11 (45%) ,129 ,131 ,49 ,47 ,13 ,7 ,22 ,19 ,8 ,13 ,11 ,22 ,34% ,66% ,6 ,2 ,0 ,0 ,5 ,1 ,1 ,1 ,3 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,0 ,2 ,2 ,0 ,0 ,187 ,369 ,141 (75%) ,321 (87%) ,10/25 (40%) ,23/35 (66%) ,3/8 (38%) ,1/3 (33%) ,1/2 (50%) ,2/6 (33%) ,23 ,31 ,5 ,6 ,13 ,14 ,1 ,5 ,3 ,6 ,39% ,61% ,7 ,3 ,4 ,0 ,3 ,2 ,0 ,1 ,3 ,4 ,null ,null ,5 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,4 ,1 ,3 ,2 ,0 ,3 ,164 ,254 ,128 (78%) ,220 (87%) ,14/22 (64%) ,15/22 (68%) ,2/9 (22%) ,2/9 (22%) ,4/4 (100%) ,3/5 (60%) ,26 ,16 ,8 ,1 ,9 ,5 ,7 ,8 ,8 ,16 ,
LaLiga ,18/19 ,8 ,Espanyol ,Villarreal ,3 ,1 ,55% ,45% ,28 ,13 ,12 ,6 ,8 ,3 ,8 ,4 ,10 ,3 ,1 ,2 ,13 ,8 ,3 ,2 ,null ,null ,4 ,2 ,2 ,1 ,null ,null ,2 ,1 ,16 ,5 ,12 ,8 ,4 ,9 ,508 ,405 ,446 (88%) ,343 (85%) ,32/53 (60%) ,24/45 (53%) ,5/23 (22%) ,3/22 (14%) ,9/15 (60%) ,8/14 (57%) ,120 ,123 ,42 ,47 ,6 ,9 ,19 ,18 ,10 ,6 ,22 ,26 ,52% ,48% ,17 ,10 ,7 ,5 ,3 ,2 ,7 ,3 ,6 ,3 ,0 ,1 ,2 ,1 ,null ,null ,2 ,1 ,1 ,0 ,null ,null ,2 ,0 ,11 ,4 ,6 ,6 ,3 ,6 ,234 ,211 ,206 (88%) ,184 (87%) ,18/30 (60%) ,16/26 (62%) ,2/15 (13%) ,2/12 (17%) ,4/7 (57%) ,6/8 (75%) ,20 ,24 ,3 ,5 ,10 ,8 ,5 ,3 ,8 ,16 ,58% ,42% ,11 ,3 ,5 ,1 ,5 ,1 ,1 ,1 ,4 ,0 ,1 ,1 ,1 ,1 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,0 ,1 ,5 ,1 ,6 ,2 ,1 ,3 ,274 ,194 ,240 (88%) ,159 (82%) ,14/23 (61%) ,8/19 (42%) ,3/8 (38%) ,1/10 (10%) ,5/8 (63%) ,2/6 (33%) ,22 ,23 ,3 ,4 ,9 ,10 ,5 ,3 ,14 ,10 ,
LaLiga ,18/19 ,8 ,Sevilla ,Celta Vigo ,2 ,1 ,52% ,48% ,12 ,12 ,3 ,5 ,8 ,3 ,1 ,4 ,8 ,8 ,2 ,1 ,14 ,9 ,3 ,4 ,0 ,1 ,4 ,1 ,2 ,1 ,null ,null ,1 ,0 ,7 ,8 ,5 ,4 ,4 ,1 ,438 ,407 ,369 (84%) ,329 (81%) ,28/51 (55%) ,24/56 (43%) ,3/28 (11%) ,7/24 (29%) ,3/10 (30%) ,7/11 (64%) ,129 ,122 ,49 ,52 ,22 ,17 ,16 ,15 ,6 ,11 ,21 ,25 ,50% ,50% ,5 ,2 ,1 ,1 ,4 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,null ,null ,0 ,0 ,1 ,2 ,4 ,0 ,1 ,0 ,249 ,254 ,210 (84%) ,204 (80%) ,14/27 (52%) ,16/34 (47%) ,2/13 (15%) ,1/7 (14%) ,2/5 (40%) ,3/4 (75%) ,21 ,28 ,9 ,8 ,8 ,9 ,4 ,6 ,6 ,10 ,54% ,46% ,7 ,10 ,2 ,4 ,4 ,2 ,1 ,4 ,6 ,8 ,1 ,0 ,2 ,4 ,0 ,1 ,3 ,0 ,2 ,0 ,null ,null ,1 ,0 ,6 ,6 ,1 ,4 ,3 ,1 ,189 ,153 ,159 (84%) ,125 (82%) ,14/24 (58%) ,8/22 (36%) ,1/15 (7%) ,6/17 (35%) ,1/5 (20%) ,4/7 (57%) ,28 ,24 ,13 ,9 ,8 ,6 ,2 ,5 ,15 ,15 ,
LaLiga ,18/19 ,8 ,Valencia ,Barcelona ,1 ,1 ,24% ,76% ,10 ,10 ,3 ,5 ,5 ,3 ,2 ,2 ,5 ,2 ,0 ,2 ,11 ,6 ,2 ,2 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,5 ,3 ,5 ,7 ,4 ,2 ,303 ,993 ,234 (77%) ,904 (91%) ,19/45 (42%) ,31/40 (78%) ,3/18 (17%) ,0/11 (0%) ,3/8 (38%) ,8/14 (57%) ,105 ,130 ,32 ,36 ,8 ,8 ,15 ,9 ,16 ,15 ,25 ,10 ,24% ,76% ,6 ,4 ,3 ,2 ,2 ,1 ,1 ,1 ,2 ,1 ,0 ,1 ,1 ,1 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,4 ,1 ,2 ,3 ,1 ,2 ,144 ,475 ,110 (76%) ,429 (90%) ,10/23 (43%) ,19/22 (86%) ,2/8 (25%) ,0/6 (0%) ,2/3 (67%) ,4/7 (57%) ,15 ,17 ,4 ,5 ,5 ,3 ,7 ,9 ,10 ,2 ,24% ,76% ,4 ,6 ,0 ,3 ,3 ,2 ,1 ,1 ,3 ,1 ,0 ,1 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,1 ,2 ,3 ,4 ,3 ,0 ,159 ,518 ,124 (78%) ,475 (92%) ,9/22 (41%) ,12/18 (67%) ,1/10 (10%) ,0/5 (0%) ,1/5 (20%) ,4/7 (57%) ,17 ,19 ,4 ,3 ,10 ,6 ,9 ,6 ,15 ,8 ,
LaLiga ,18/19 ,9 ,Celta Vigo ,Deportivo Alavés ,0 ,1 ,61% ,39% ,19 ,9 ,9 ,2 ,5 ,3 ,5 ,4 ,6 ,2 ,2 ,0 ,9 ,12 ,2 ,3 ,null ,null ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,8 ,5 ,11 ,4 ,1 ,9 ,560 ,353 ,470 (84%) ,263 (75%) ,20/50 (40%) ,27/72 (38%) ,3/25 (12%) ,1/17 (6%) ,16/20 (80%) ,2/6 (33%) ,150 ,148 ,66 ,42 ,25 ,14 ,14 ,18 ,10 ,11 ,16 ,28 ,55% ,45% ,10 ,4 ,3 ,0 ,3 ,2 ,4 ,2 ,3 ,2 ,2 ,0 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,5 ,3 ,5 ,1 ,0 ,3 ,250 ,198 ,215 (86%) ,152 (77%) ,11/22 (50%) ,17/37 (46%) ,2/11 (18%) ,1/12 (8%) ,6/8 (75%) ,2/5 (40%) ,32 ,18 ,16 ,5 ,7 ,8 ,7 ,6 ,11 ,5 ,66% ,34% ,9 ,5 ,6 ,2 ,2 ,1 ,1 ,2 ,3 ,0 ,0 ,0 ,2 ,2 ,null ,null ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,3 ,2 ,6 ,3 ,1 ,6 ,310 ,155 ,255 (82%) ,111 (72%) ,9/28 (32%) ,10/35 (29%) ,1/14 (7%) ,0/5 (0%) ,10/12 (83%) ,0/1 (0%) ,34 ,24 ,9 ,9 ,7 ,10 ,3 ,5 ,5 ,23 ,
LaLiga ,18/19 ,9 ,Real Madrid ,Levante ,1 ,2 ,70% ,30% ,33 ,6 ,12 ,2 ,13 ,3 ,8 ,1 ,15 ,1 ,4 ,5 ,10 ,19 ,1 ,2 ,null ,null ,2 ,3 ,2 ,1 ,3 ,0 ,0 ,1 ,25 ,4 ,8 ,2 ,0 ,11 ,606 ,271 ,544 (90%) ,190 (70%) ,29/39 (74%) ,28/62 (45%) ,18/52 (35%) ,1/4 (25%) ,14/21 (67%) ,14/22 (64%) ,138 ,122 ,69 ,44 ,15 ,7 ,21 ,15 ,11 ,20 ,6 ,36 ,68% ,32% ,16 ,2 ,5 ,2 ,6 ,0 ,5 ,0 ,9 ,0 ,3 ,4 ,0 ,0 ,null ,null ,2 ,2 ,2 ,0 ,2 ,0 ,0 ,0 ,15 ,2 ,1 ,0 ,0 ,5 ,314 ,155 ,286 (91%) ,111 (72%) ,13/17 (76%) ,16/32 (50%) ,10/25 (40%) ,0/0 (0%) ,5/10 (50%) ,7/9 (78%) ,29 ,20 ,8 ,2 ,8 ,8 ,9 ,12 ,2 ,16 ,72% ,28% ,17 ,4 ,7 ,0 ,7 ,3 ,3 ,1 ,6 ,1 ,1 ,1 ,1 ,2 ,null ,null ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,10 ,2 ,7 ,2 ,0 ,6 ,292 ,116 ,258 (88%) ,79 (68%) ,16/22 (73%) ,12/30 (40%) ,8/27 (30%) ,1/4 (25%) ,9/11 (82%) ,7/13 (54%) ,40 ,24 ,7 ,5 ,13 ,7 ,2 ,8 ,4 ,20 ,
LaLiga ,18/19 ,9 ,Valencia ,Leganés ,1 ,1 ,58% ,42% ,18 ,7 ,4 ,5 ,9 ,2 ,5 ,0 ,10 ,1 ,2 ,1 ,9 ,13 ,1 ,2 ,null ,null ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,12 ,2 ,6 ,5 ,4 ,3 ,503 ,379 ,422 (84%) ,287 (76%) ,31/59 (53%) ,34/78 (44%) ,7/42 (17%) ,0/9 (0%) ,10/15 (67%) ,6/13 (46%) ,148 ,131 ,46 ,47 ,11 ,17 ,12 ,16 ,10 ,13 ,11 ,44 ,54% ,46% ,9 ,1 ,1 ,1 ,3 ,0 ,5 ,0 ,7 ,0 ,1 ,1 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,0 ,5 ,1 ,1 ,1 ,254 ,227 ,208 (82%) ,171 (75%) ,18/34 (53%) ,15/41 (37%) ,3/22 (14%) ,0/4 (0%) ,4/7 (57%) ,3/7 (43%) ,23 ,23 ,6 ,10 ,6 ,6 ,6 ,4 ,7 ,22 ,63% ,37% ,9 ,6 ,3 ,4 ,6 ,2 ,0 ,0 ,3 ,1 ,1 ,0 ,1 ,1 ,null ,null ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,8 ,2 ,1 ,4 ,3 ,2 ,249 ,152 ,214 (86%) ,116 (76%) ,13/25 (52%) ,19/37 (51%) ,4/20 (20%) ,0/5 (0%) ,6/8 (75%) ,3/6 (50%) ,23 ,24 ,5 ,7 ,6 ,10 ,4 ,9 ,4 ,22 ,
LaLiga ,18/19 ,9 ,Villarreal ,Atlético Madrid ,1 ,1 ,53% ,47% ,18 ,15 ,6 ,4 ,5 ,5 ,7 ,6 ,8 ,7 ,null ,null ,16 ,9 ,3 ,1 ,null ,null ,4 ,2 ,3 ,1 ,null ,null ,null ,null ,11 ,9 ,7 ,6 ,4 ,5 ,504 ,441 ,414 (82%) ,350 (79%) ,41/69 (59%) ,39/70 (56%) ,2/17 (12%) ,9/23 (39%) ,5/16 (31%) ,10/14 (71%) ,131 ,139 ,51 ,62 ,21 ,21 ,18 ,16 ,11 ,9 ,28 ,22 ,47% ,53% ,7 ,7 ,1 ,2 ,3 ,2 ,3 ,3 ,5 ,6 ,null ,null ,2 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,5 ,3 ,2 ,2 ,1 ,216 ,239 ,174 (81%) ,195 (82%) ,14/29 (48%) ,20/36 (56%) ,0/10 (0%) ,6/17 (35%) ,1/6 (17%) ,3/4 (75%) ,18 ,33 ,9 ,15 ,5 ,7 ,3 ,2 ,20 ,13 ,58% ,42% ,11 ,8 ,5 ,2 ,2 ,3 ,4 ,3 ,3 ,1 ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,3 ,1 ,null ,null ,null ,null ,7 ,4 ,4 ,4 ,2 ,4 ,288 ,202 ,240 (83%) ,155 (77%) ,27/40 (68%) ,19/34 (56%) ,2/7 (29%) ,3/6 (50%) ,4/10 (40%) ,7/10 (70%) ,33 ,29 ,12 ,6 ,13 ,9 ,8 ,7 ,8 ,9 ,
LaLiga ,18/19 ,9 ,Barcelona ,Sevilla ,4 ,2 ,53% ,47% ,23 ,19 ,9 ,6 ,9 ,8 ,5 ,5 ,5 ,7 ,1 ,4 ,10 ,16 ,0 ,1 ,null ,null ,4 ,5 ,2 ,5 ,1 ,1 ,1 ,2 ,14 ,15 ,9 ,4 ,5 ,5 ,477 ,394 ,412 (86%) ,326 (83%) ,30/48 (63%) ,24/46 (52%) ,2/7 (29%) ,10/31 (32%) ,6/8 (75%) ,3/9 (33%) ,105 ,130 ,49 ,41 ,16 ,11 ,14 ,17 ,9 ,8 ,26 ,8 ,57% ,43% ,9 ,7 ,4 ,1 ,4 ,5 ,1 ,1 ,3 ,6 ,1 ,4 ,0 ,0 ,null ,null ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,5 ,5 ,4 ,2 ,1 ,2 ,259 ,181 ,228 (88%) ,148 (82%) ,14/23 (61%) ,9/18 (50%) ,0/3 (0%) ,5/14 (36%) ,3/4 (75%) ,1/3 (33%) ,22 ,21 ,7 ,6 ,5 ,10 ,5 ,4 ,11 ,5 ,48% ,52% ,14 ,12 ,5 ,5 ,5 ,3 ,4 ,4 ,2 ,1 ,0 ,0 ,0 ,1 ,null ,null ,2 ,4 ,1 ,4 ,1 ,0 ,0 ,2 ,9 ,10 ,5 ,2 ,4 ,3 ,218 ,213 ,184 (84%) ,178 (84%) ,16/25 (64%) ,15/28 (54%) ,2/4 (50%) ,5/17 (29%) ,3/4 (75%) ,2/6 (33%) ,27 ,20 ,9 ,5 ,9 ,7 ,4 ,4 ,15 ,3 ,
LaLiga ,18/19 ,9 ,Rayo Vallecano ,Getafe ,1 ,2 ,65% ,35% ,10 ,5 ,3 ,2 ,2 ,2 ,5 ,1 ,6 ,2 ,2 ,4 ,14 ,25 ,5 ,5 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,null ,null ,4 ,4 ,6 ,1 ,1 ,2 ,391 ,209 ,306 (78%) ,127 (61%) ,35/68 (51%) ,28/66 (42%) ,6/25 (24%) ,2/8 (25%) ,14/26 (54%) ,4/14 (29%) ,162 ,141 ,74 ,62 ,16 ,22 ,23 ,24 ,4 ,8 ,11 ,19 ,64% ,36% ,3 ,2 ,1 ,1 ,2 ,1 ,0 ,0 ,4 ,1 ,2 ,4 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,null ,null ,1 ,2 ,2 ,0 ,1 ,1 ,199 ,112 ,151 (76%) ,66 (59%) ,16/37 (43%) ,12/35 (34%) ,1/9 (11%) ,0/3 (0%) ,6/12 (50%) ,2/6 (33%) ,37 ,29 ,7 ,9 ,12 ,13 ,3 ,4 ,8 ,8 ,67% ,33% ,7 ,3 ,2 ,1 ,0 ,1 ,5 ,1 ,2 ,1 ,0 ,0 ,5 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,null ,null ,3 ,2 ,4 ,1 ,0 ,1 ,192 ,97 ,155 (81%) ,61 (63%) ,19/31 (61%) ,16/31 (52%) ,5/16 (31%) ,2/5 (40%) ,8/14 (57%) ,2/8 (25%) ,37 ,33 ,9 ,13 ,11 ,11 ,1 ,4 ,3 ,11 ,
