League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Counter attack shots Home ,ALL Shots extra Counter attack shots Away ,ALL Shots extra Counter attack goals Home ,ALL Shots extra Counter attack goals Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Counter attack shots Home ,1ST Shots extra Counter attack shots Away ,1ST Shots extra Counter attack goals Home ,1ST Shots extra Counter attack goals Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Counter attack shots Home ,2ND Shots extra Counter attack shots Away ,2ND Shots extra Counter attack goals Home ,2ND Shots extra Counter attack goals Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
LaLiga ,20/21 ,5 ,Levante ,Real Madrid ,0 ,2 ,45% ,55% ,11 ,13 ,4 ,3 ,6 ,6 ,1 ,4 ,4 ,6 ,3 ,1 ,14 ,8 ,2 ,1 ,null ,null ,1 ,3 ,1 ,2 ,1 ,1 ,0 ,3 ,null ,null ,null ,null ,6 ,7 ,5 ,6 ,1 ,4 ,422 ,514 ,341 (81%) ,434 (84%) ,18/48 (38%) ,24/58 (41%) ,2/16 (13%) ,3/25 (12%) ,9/18 (50%) ,15/20 (75%) ,137 ,133 ,33 ,56 ,7 ,8 ,11 ,19 ,11 ,20 ,20 ,13 ,41% ,59% ,2 ,7 ,0 ,1 ,2 ,3 ,0 ,3 ,3 ,5 ,3 ,0 ,0 ,1 ,null ,null ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,4 ,1 ,3 ,0 ,0 ,191 ,273 ,157 (82%) ,237 (87%) ,10/25 (40%) ,16/29 (55%) ,1/8 (13%) ,2/15 (13%) ,7/12 (58%) ,7/8 (88%) ,66 ,63 ,18 ,28 ,3 ,5 ,5 ,11 ,5 ,7 ,10 ,6 ,48% ,52% ,9 ,6 ,4 ,2 ,4 ,3 ,1 ,1 ,1 ,1 ,0 ,1 ,2 ,0 ,null ,null ,0 ,3 ,0 ,2 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,5 ,3 ,4 ,3 ,1 ,4 ,231 ,241 ,184 (80%) ,197 (82%) ,8/23 (35%) ,8/29 (28%) ,1/8 (13%) ,1/10 (10%) ,2/6 (33%) ,8/12 (67%) ,71 ,70 ,15 ,28 ,4 ,3 ,6 ,8 ,6 ,13 ,10 ,7 ,
LaLiga ,20/21 ,5 ,Cádiz ,Granada ,1 ,1 ,41% ,59% ,14 ,13 ,4 ,5 ,6 ,4 ,4 ,4 ,2 ,5 ,0 ,1 ,16 ,16 ,2 ,2 ,null ,null ,1 ,1 ,1 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,7 ,5 ,7 ,8 ,4 ,3 ,306 ,430 ,225 (74%) ,340 (79%) ,25/54 (46%) ,35/66 (53%) ,6/15 (40%) ,5/21 (24%) ,12/19 (63%) ,13/21 (62%) ,136 ,149 ,64 ,64 ,20 ,13 ,17 ,23 ,14 ,12 ,19 ,9 ,40% ,60% ,3 ,7 ,1 ,2 ,2 ,3 ,0 ,2 ,2 ,2 ,0 ,0 ,1 ,0 ,null ,null ,0 ,1 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,1 ,2 ,6 ,1 ,1 ,174 ,259 ,134 (77%) ,216 (83%) ,15/26 (58%) ,19/32 (59%) ,1/9 (11%) ,3/9 (33%) ,7/11 (64%) ,5/8 (63%) ,69 ,74 ,33 ,22 ,9 ,1 ,10 ,10 ,11 ,4 ,6 ,6 ,43% ,57% ,11 ,6 ,3 ,3 ,4 ,1 ,4 ,2 ,0 ,3 ,0 ,1 ,1 ,2 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,6 ,4 ,5 ,2 ,3 ,2 ,132 ,171 ,91 (69%) ,124 (73%) ,10/28 (36%) ,16/34 (47%) ,5/6 (83%) ,2/12 (17%) ,5/8 (63%) ,8/13 (62%) ,67 ,75 ,31 ,42 ,11 ,12 ,7 ,13 ,3 ,8 ,13 ,3 ,
LaLiga ,20/21 ,5 ,Barcelona ,Sevilla ,1 ,1 ,54% ,46% ,12 ,13 ,5 ,1 ,5 ,10 ,2 ,2 ,6 ,5 ,0 ,1 ,11 ,18 ,1 ,1 ,null ,null ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,8 ,9 ,4 ,4 ,0 ,4 ,647 ,537 ,570 (88%) ,468 (87%) ,26/41 (63%) ,30/58 (52%) ,1/12 (8%) ,6/14 (43%) ,10/15 (67%) ,10/12 (83%) ,116 ,99 ,46 ,45 ,7 ,12 ,12 ,14 ,11 ,16 ,2 ,19 ,48% ,52% ,6 ,7 ,2 ,1 ,4 ,4 ,0 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,null ,null ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,4 ,6 ,2 ,1 ,0 ,1 ,304 ,320 ,269 (88%) ,287 (90%) ,13/18 (72%) ,17/30 (57%) ,1/4 (25%) ,3/6 (50%) ,4/5 (80%) ,8/10 (80%) ,49 ,49 ,19 ,23 ,2 ,6 ,7 ,4 ,6 ,12 ,1 ,2 ,61% ,39% ,6 ,6 ,3 ,0 ,1 ,6 ,2 ,0 ,4 ,3 ,0 ,0 ,1 ,1 ,null ,null ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,4 ,3 ,2 ,3 ,0 ,3 ,343 ,217 ,301 (88%) ,181 (83%) ,13/23 (57%) ,13/28 (46%) ,0/8 (0%) ,3/8 (38%) ,6/10 (60%) ,2/2 (100%) ,67 ,50 ,27 ,22 ,5 ,6 ,5 ,10 ,5 ,4 ,1 ,17 ,
LaLiga ,20/21 ,6 ,Granada ,Sevilla ,1 ,0 ,51% ,49% ,13 ,8 ,3 ,3 ,2 ,3 ,8 ,2 ,5 ,1 ,2 ,0 ,16 ,11 ,4 ,4 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,7 ,5 ,6 ,3 ,3 ,2 ,371 ,370 ,296 (80%) ,293 (79%) ,32/59 (54%) ,28/59 (47%) ,7/26 (27%) ,3/9 (33%) ,8/12 (67%) ,8/14 (57%) ,125 ,114 ,49 ,54 ,14 ,17 ,17 ,13 ,11 ,12 ,4 ,19 ,35% ,65% ,5 ,5 ,0 ,2 ,1 ,2 ,4 ,1 ,1 ,1 ,1 ,0 ,2 ,3 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,3 ,3 ,2 ,2 ,0 ,132 ,254 ,92 (70%) ,215 (85%) ,15/32 (47%) ,13/26 (50%) ,3/12 (25%) ,3/6 (50%) ,5/6 (83%) ,5/9 (56%) ,60 ,58 ,27 ,24 ,7 ,9 ,9 ,3 ,6 ,4 ,3 ,10 ,67% ,33% ,8 ,3 ,3 ,1 ,1 ,1 ,4 ,1 ,4 ,0 ,1 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,2 ,3 ,1 ,1 ,2 ,239 ,116 ,204 (85%) ,78 (67%) ,17/27 (63%) ,15/33 (45%) ,4/14 (29%) ,0/3 (0%) ,3/6 (50%) ,3/5 (60%) ,65 ,56 ,22 ,30 ,7 ,8 ,8 ,10 ,5 ,8 ,1 ,9 ,
LaLiga ,20/21 ,6 ,Celta Vigo ,Atlético Madrid ,0 ,2 ,52% ,48% ,15 ,9 ,5 ,4 ,8 ,4 ,2 ,1 ,8 ,4 ,1 ,0 ,16 ,18 ,3 ,4 ,null ,null ,3 ,3 ,3 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,13 ,7 ,2 ,2 ,2 ,5 ,483 ,451 ,384 (80%) ,361 (80%) ,25/48 (52%) ,36/72 (50%) ,7/17 (41%) ,2/10 (20%) ,12/16 (75%) ,3/9 (33%) ,134 ,136 ,57 ,39 ,13 ,13 ,14 ,8 ,7 ,14 ,9 ,9 ,47% ,53% ,10 ,3 ,4 ,1 ,5 ,1 ,1 ,1 ,3 ,2 ,0 ,0 ,1 ,2 ,null ,null ,3 ,1 ,3 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,9 ,2 ,1 ,1 ,0 ,4 ,231 ,251 ,183 (79%) ,213 (85%) ,14/26 (54%) ,21/34 (62%) ,2/6 (33%) ,1/7 (14%) ,9/10 (90%) ,2/3 (67%) ,62 ,62 ,29 ,20 ,5 ,8 ,6 ,2 ,2 ,8 ,8 ,5 ,56% ,44% ,5 ,6 ,1 ,3 ,3 ,3 ,1 ,0 ,5 ,2 ,1 ,0 ,2 ,2 ,null ,null ,0 ,2 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,4 ,5 ,1 ,1 ,2 ,1 ,252 ,200 ,201 (80%) ,148 (74%) ,11/22 (50%) ,15/38 (39%) ,5/11 (45%) ,1/3 (33%) ,3/6 (50%) ,1/6 (17%) ,72 ,74 ,28 ,19 ,8 ,5 ,8 ,6 ,5 ,6 ,1 ,4 ,
LaLiga ,20/21 ,6 ,Real Madrid ,Cádiz ,0 ,1 ,74% ,26% ,14 ,14 ,2 ,5 ,8 ,9 ,4 ,0 ,4 ,11 ,6 ,1 ,7 ,5 ,2 ,0 ,null ,null ,1 ,3 ,1 ,2 ,1 ,0 ,0 ,2 ,null ,null ,null ,null ,9 ,11 ,5 ,3 ,3 ,2 ,631 ,199 ,553 (88%) ,115 (58%) ,30/55 (55%) ,37/86 (43%) ,5/29 (17%) ,9/26 (35%) ,13/18 (72%) ,2/5 (40%) ,140 ,132 ,42 ,42 ,15 ,20 ,9 ,14 ,12 ,17 ,12 ,25 ,73% ,27% ,8 ,9 ,1 ,5 ,4 ,4 ,3 ,0 ,3 ,7 ,1 ,1 ,1 ,0 ,null ,null ,0 ,3 ,0 ,2 ,0 ,0 ,0 ,2 ,null ,null ,null ,null ,4 ,8 ,4 ,1 ,3 ,1 ,308 ,101 ,269 (87%) ,65 (64%) ,12/23 (52%) ,22/42 (52%) ,2/9 (22%) ,5/16 (31%) ,5/6 (83%) ,1/1 (100%) ,63 ,60 ,15 ,21 ,6 ,10 ,2 ,6 ,4 ,6 ,7 ,11 ,76% ,24% ,6 ,5 ,1 ,0 ,4 ,5 ,1 ,0 ,1 ,4 ,5 ,0 ,1 ,0 ,null ,null ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,5 ,3 ,1 ,2 ,0 ,1 ,323 ,98 ,284 (88%) ,50 (51%) ,18/32 (56%) ,15/44 (34%) ,3/20 (15%) ,4/10 (40%) ,8/12 (67%) ,1/4 (25%) ,77 ,72 ,27 ,21 ,9 ,10 ,7 ,8 ,8 ,11 ,5 ,14 ,
LaLiga ,20/21 ,6 ,Getafe ,Barcelona ,1 ,0 ,27% ,73% ,9 ,7 ,4 ,1 ,4 ,5 ,1 ,1 ,7 ,2 ,1 ,3 ,20 ,10 ,4 ,3 ,null ,null ,2 ,1 ,1 ,1 ,2 ,1 ,3 ,0 ,null ,null ,null ,null ,5 ,5 ,4 ,2 ,1 ,3 ,217 ,617 ,126 (58%) ,535 (87%) ,21/65 (32%) ,24/42 (57%) ,4/21 (19%) ,1/9 (11%) ,6/8 (75%) ,22/27 (81%) ,136 ,134 ,43 ,75 ,10 ,21 ,21 ,14 ,14 ,13 ,9 ,16 ,30% ,70% ,4 ,3 ,1 ,1 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,1 ,2 ,2 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,2 ,2 ,2 ,1 ,1 ,1 ,128 ,305 ,83 (65%) ,263 (86%) ,12/31 (39%) ,11/20 (55%) ,0/10 (0%) ,0/2 (0%) ,5/6 (83%) ,12/15 (80%) ,70 ,61 ,23 ,42 ,6 ,14 ,9 ,8 ,7 ,8 ,3 ,10 ,23% ,77% ,5 ,4 ,3 ,0 ,2 ,3 ,0 ,1 ,6 ,2 ,1 ,2 ,2 ,1 ,null ,null ,2 ,0 ,1 ,0 ,2 ,0 ,3 ,0 ,null ,null ,null ,null ,3 ,3 ,2 ,1 ,0 ,2 ,89 ,312 ,43 (48%) ,272 (87%) ,9/34 (26%) ,13/22 (59%) ,4/11 (36%) ,1/7 (14%) ,1/2 (50%) ,10/12 (83%) ,66 ,73 ,20 ,33 ,4 ,7 ,12 ,6 ,7 ,5 ,6 ,6 ,
LaLiga ,20/21 ,6 ,Eibar ,Osasuna ,0 ,0 ,52% ,48% ,10 ,8 ,6 ,2 ,1 ,4 ,3 ,2 ,6 ,7 ,1 ,2 ,14 ,14 ,2 ,3 ,0 ,1 ,0 ,3 ,0 ,3 ,1 ,0 ,null ,null ,null ,null ,null ,null ,5 ,6 ,5 ,2 ,3 ,6 ,358 ,327 ,227 (63%) ,196 (60%) ,30/92 (33%) ,37/84 (44%) ,0/28 (0%) ,4/24 (17%) ,13/16 (81%) ,8/11 (73%) ,204 ,197 ,66 ,87 ,30 ,45 ,9 ,21 ,7 ,10 ,26 ,25 ,53% ,47% ,3 ,6 ,2 ,1 ,0 ,3 ,1 ,2 ,4 ,3 ,0 ,1 ,1 ,2 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,5 ,1 ,1 ,1 ,2 ,183 ,168 ,110 (60%) ,99 (59%) ,14/43 (33%) ,18/39 (46%) ,0/17 (0%) ,1/8 (13%) ,6/7 (86%) ,2/4 (50%) ,110 ,95 ,31 ,44 ,13 ,24 ,4 ,12 ,3 ,5 ,10 ,16 ,51% ,49% ,7 ,2 ,4 ,1 ,1 ,1 ,2 ,0 ,2 ,4 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,4 ,1 ,2 ,4 ,175 ,159 ,117 (67%) ,97 (61%) ,16/49 (33%) ,19/45 (42%) ,0/11 (0%) ,3/16 (19%) ,7/9 (78%) ,6/7 (86%) ,94 ,102 ,35 ,43 ,17 ,21 ,5 ,9 ,4 ,5 ,16 ,9 ,
LaLiga ,20/21 ,6 ,Athletic Bilbao ,Levante ,2 ,0 ,51% ,49% ,14 ,6 ,5 ,1 ,6 ,3 ,3 ,2 ,9 ,3 ,3 ,2 ,11 ,10 ,3 ,1 ,null ,null ,3 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,12 ,5 ,2 ,1 ,1 ,2 ,381 ,358 ,305 (80%) ,275 (77%) ,41/64 (64%) ,27/60 (45%) ,2/18 (11%) ,2/14 (14%) ,7/11 (64%) ,9/13 (69%) ,132 ,129 ,52 ,48 ,21 ,9 ,16 ,19 ,11 ,9 ,14 ,20 ,52% ,48% ,6 ,2 ,2 ,1 ,2 ,1 ,2 ,0 ,2 ,2 ,2 ,1 ,2 ,1 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,5 ,1 ,1 ,1 ,1 ,1 ,199 ,178 ,158 (79%) ,124 (70%) ,19/30 (63%) ,10/30 (33%) ,0/5 (0%) ,0/6 (0%) ,4/4 (100%) ,3/5 (60%) ,70 ,75 ,25 ,28 ,8 ,7 ,9 ,11 ,6 ,6 ,5 ,7 ,51% ,49% ,8 ,4 ,3 ,0 ,4 ,2 ,1 ,2 ,7 ,1 ,1 ,1 ,1 ,0 ,null ,null ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,7 ,4 ,1 ,0 ,0 ,1 ,182 ,180 ,147 (81%) ,151 (84%) ,22/34 (65%) ,17/30 (57%) ,2/13 (15%) ,2/8 (25%) ,3/7 (43%) ,6/8 (75%) ,62 ,54 ,27 ,20 ,13 ,2 ,7 ,8 ,5 ,3 ,9 ,13 ,
LaLiga ,20/21 ,6 ,Villarreal ,Valencia ,2 ,1 ,62% ,38% ,16 ,11 ,6 ,3 ,7 ,5 ,3 ,3 ,3 ,7 ,0 ,2 ,13 ,8 ,3 ,1 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,null ,null ,6 ,3 ,10 ,8 ,2 ,4 ,595 ,347 ,533 (90%) ,289 (83%) ,31/51 (61%) ,36/58 (62%) ,2/12 (17%) ,3/24 (13%) ,8/15 (53%) ,7/15 (47%) ,98 ,113 ,31 ,43 ,7 ,11 ,9 ,12 ,14 ,12 ,13 ,19 ,63% ,37% ,10 ,6 ,4 ,3 ,4 ,1 ,2 ,2 ,3 ,1 ,0 ,0 ,1 ,0 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,4 ,1 ,6 ,5 ,2 ,3 ,308 ,181 ,279 (91%) ,153 (85%) ,13/22 (59%) ,19/29 (66%) ,2/8 (25%) ,1/2 (50%) ,5/10 (50%) ,2/3 (67%) ,46 ,41 ,12 ,19 ,2 ,2 ,2 ,7 ,4 ,6 ,2 ,13 ,60% ,40% ,6 ,5 ,2 ,0 ,3 ,4 ,1 ,1 ,0 ,6 ,0 ,2 ,2 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,2 ,2 ,4 ,3 ,0 ,1 ,287 ,166 ,254 (89%) ,136 (82%) ,18/29 (62%) ,17/29 (59%) ,0/4 (0%) ,2/22 (9%) ,3/5 (60%) ,5/12 (42%) ,52 ,72 ,19 ,24 ,5 ,9 ,7 ,5 ,10 ,6 ,11 ,6 ,
LaLiga ,20/21 ,6 ,Deportivo Alavés ,Elche CF ,0 ,2 ,46% ,54% ,13 ,7 ,2 ,3 ,7 ,1 ,4 ,3 ,2 ,6 ,4 ,4 ,11 ,11 ,2 ,5 ,null ,null ,3 ,1 ,3 ,0 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,9 ,5 ,4 ,2 ,1 ,2 ,390 ,465 ,327 (84%) ,382 (82%) ,30/49 (61%) ,38/60 (63%) ,3/28 (11%) ,1/15 (7%) ,11/18 (61%) ,9/13 (69%) ,125 ,139 ,50 ,39 ,13 ,10 ,15 ,14 ,18 ,11 ,14 ,14 ,40% ,60% ,5 ,3 ,1 ,1 ,2 ,0 ,2 ,2 ,0 ,4 ,4 ,3 ,1 ,2 ,null ,null ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,2 ,1 ,1 ,0 ,1 ,176 ,261 ,146 (83%) ,215 (82%) ,17/29 (59%) ,21/31 (68%) ,2/10 (20%) ,0/6 (0%) ,6/8 (75%) ,3/3 (100%) ,56 ,69 ,21 ,13 ,3 ,3 ,6 ,3 ,11 ,3 ,6 ,3 ,52% ,48% ,8 ,4 ,1 ,2 ,5 ,1 ,2 ,1 ,2 ,2 ,0 ,1 ,1 ,3 ,null ,null ,2 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,5 ,3 ,3 ,1 ,1 ,1 ,214 ,204 ,181 (85%) ,167 (82%) ,13/20 (65%) ,17/29 (59%) ,1/18 (6%) ,1/9 (11%) ,5/10 (50%) ,6/10 (60%) ,69 ,70 ,29 ,26 ,10 ,7 ,9 ,11 ,7 ,8 ,8 ,11 ,
LaLiga ,20/21 ,6 ,Huesca ,Real Valladolid ,2 ,2 ,66% ,34% ,12 ,5 ,7 ,3 ,3 ,1 ,2 ,1 ,3 ,1 ,1 ,2 ,14 ,24 ,1 ,2 ,null ,null ,2 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,9 ,3 ,3 ,2 ,1 ,5 ,569 ,298 ,472 (83%) ,197 (66%) ,26/56 (46%) ,21/71 (30%) ,8/28 (29%) ,1/8 (13%) ,12/15 (80%) ,10/13 (77%) ,155 ,135 ,67 ,59 ,22 ,16 ,10 ,20 ,11 ,10 ,14 ,32 ,66% ,34% ,4 ,3 ,2 ,2 ,1 ,0 ,1 ,1 ,2 ,1 ,1 ,1 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,1 ,2 ,1 ,2 ,265 ,137 ,223 (84%) ,93 (68%) ,13/25 (52%) ,8/38 (21%) ,3/13 (23%) ,1/5 (20%) ,2/3 (67%) ,2/3 (67%) ,72 ,62 ,29 ,29 ,11 ,12 ,5 ,9 ,2 ,4 ,9 ,14 ,65% ,35% ,8 ,2 ,5 ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,null ,null ,2 ,1 ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,2 ,2 ,0 ,0 ,3 ,304 ,161 ,249 (82%) ,104 (65%) ,13/31 (42%) ,13/33 (39%) ,5/15 (33%) ,0/3 (0%) ,10/12 (83%) ,8/10 (80%) ,83 ,73 ,38 ,30 ,11 ,4 ,5 ,11 ,9 ,6 ,5 ,18 ,
LaLiga ,20/21 ,6 ,Real Betis ,Real Sociedad ,0 ,3 ,55% ,45% ,7 ,8 ,1 ,5 ,4 ,2 ,2 ,1 ,6 ,2 ,2 ,9 ,11 ,18 ,2 ,1 ,null ,null ,0 ,2 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,4 ,7 ,3 ,1 ,2 ,1 ,501 ,402 ,390 (78%) ,291 (72%) ,44/87 (51%) ,33/67 (49%) ,5/16 (31%) ,2/12 (17%) ,9/14 (64%) ,8/12 (67%) ,161 ,158 ,65 ,61 ,30 ,21 ,8 ,22 ,12 ,6 ,11 ,7 ,49% ,51% ,5 ,4 ,1 ,2 ,2 ,1 ,2 ,1 ,4 ,1 ,1 ,6 ,0 ,0 ,null ,null ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,4 ,3 ,0 ,1 ,1 ,229 ,232 ,181 (79%) ,186 (80%) ,21/41 (51%) ,19/33 (58%) ,3/6 (50%) ,2/9 (22%) ,3/5 (60%) ,2/5 (40%) ,71 ,67 ,21 ,26 ,8 ,6 ,4 ,12 ,7 ,2 ,5 ,3 ,62% ,38% ,2 ,4 ,0 ,3 ,2 ,1 ,0 ,0 ,2 ,1 ,1 ,3 ,2 ,1 ,null ,null ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,2 ,3 ,0 ,1 ,1 ,0 ,272 ,170 ,209 (77%) ,105 (62%) ,23/46 (50%) ,14/34 (41%) ,2/10 (20%) ,0/3 (0%) ,6/9 (67%) ,6/7 (86%) ,90 ,91 ,44 ,35 ,22 ,15 ,4 ,10 ,5 ,4 ,6 ,4 ,
