League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
LaLiga ,16/17 ,9 ,Sevilla ,Atlético Madrid ,1 ,0 ,59% ,41% ,12 ,9 ,5 ,3 ,5 ,3 ,2 ,3 ,4 ,5 ,1 ,2 ,15 ,11 ,4 ,4 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,4 ,6 ,5 ,3 ,4 ,581 ,398 ,471 (81%) ,295 (74%) ,58 ,54 ,16 ,14 ,64% ,36% ,5 ,5 ,1 ,1 ,3 ,2 ,1 ,2 ,2 ,3 ,0 ,0 ,3 ,2 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,2 ,2 ,3 ,1 ,1 ,340 ,188 ,279 (82%) ,136 (72%) ,32 ,25 ,10 ,7 ,53% ,47% ,7 ,4 ,4 ,2 ,2 ,1 ,1 ,1 ,2 ,2 ,1 ,2 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,null ,null ,3 ,2 ,4 ,2 ,2 ,3 ,241 ,210 ,192 (80%) ,159 (76%) ,26 ,29 ,6 ,7 ,
LaLiga ,16/17 ,9 ,Málaga ,Leganés ,4 ,0 ,48% ,52% ,24 ,13 ,8 ,5 ,10 ,6 ,6 ,2 ,5 ,8 ,2 ,3 ,12 ,15 ,1 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,2 ,0 ,16 ,8 ,8 ,5 ,5 ,4 ,392 ,417 ,290 (74%) ,317 (76%) ,57 ,52 ,19 ,19 ,54% ,46% ,13 ,5 ,4 ,4 ,6 ,1 ,3 ,0 ,4 ,3 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,2 ,0 ,8 ,4 ,5 ,1 ,4 ,2 ,221 ,186 ,161 (73%) ,123 (66%) ,33 ,27 ,13 ,15 ,42% ,58% ,11 ,8 ,4 ,1 ,4 ,5 ,3 ,2 ,1 ,5 ,1 ,2 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,8 ,4 ,3 ,4 ,1 ,2 ,171 ,231 ,129 (75%) ,194 (84%) ,24 ,25 ,6 ,4 ,
LaLiga ,16/17 ,9 ,Villarreal ,Las Palmas ,2 ,1 ,45% ,55% ,14 ,8 ,4 ,4 ,6 ,3 ,4 ,1 ,2 ,1 ,6 ,3 ,17 ,12 ,2 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,8 ,6 ,6 ,2 ,3 ,2 ,425 ,532 ,342 (80%) ,448 (84%) ,52 ,54 ,9 ,15 ,42% ,58% ,5 ,5 ,0 ,2 ,3 ,2 ,2 ,1 ,1 ,1 ,2 ,3 ,0 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,3 ,3 ,2 ,2 ,1 ,0 ,221 ,308 ,177 (80%) ,268 (87%) ,21 ,30 ,5 ,9 ,48% ,52% ,9 ,3 ,4 ,2 ,3 ,1 ,2 ,0 ,1 ,0 ,4 ,0 ,2 ,5 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,5 ,3 ,4 ,0 ,2 ,2 ,204 ,224 ,165 (81%) ,180 (80%) ,31 ,24 ,4 ,6 ,
LaLiga ,16/17 ,9 ,Real Madrid ,Athletic Bilbao ,2 ,1 ,65% ,35% ,24 ,10 ,8 ,3 ,12 ,6 ,4 ,1 ,6 ,4 ,4 ,1 ,10 ,17 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,17 ,5 ,7 ,5 ,2 ,6 ,587 ,310 ,521 (89%) ,219 (71%) ,59 ,48 ,12 ,8 ,64% ,36% ,10 ,7 ,4 ,2 ,4 ,4 ,2 ,1 ,2 ,3 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,7 ,3 ,3 ,4 ,1 ,3 ,325 ,174 ,288 (89%) ,128 (74%) ,36 ,24 ,6 ,3 ,66% ,34% ,14 ,3 ,4 ,1 ,8 ,2 ,2 ,0 ,4 ,1 ,4 ,1 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,10 ,2 ,4 ,1 ,1 ,3 ,262 ,136 ,233 (89%) ,91 (67%) ,23 ,24 ,6 ,5 ,
LaLiga ,16/17 ,10 ,Leganés ,Real Sociedad ,0 ,2 ,40% ,60% ,7 ,9 ,4 ,5 ,2 ,4 ,1 ,0 ,1 ,4 ,1 ,2 ,19 ,15 ,5 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,7 ,5 ,2 ,3 ,4 ,356 ,524 ,244 (69%) ,405 (77%) ,48 ,73 ,7 ,26 ,36% ,64% ,3 ,5 ,2 ,1 ,1 ,4 ,0 ,0 ,0 ,2 ,0 ,2 ,3 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,5 ,3 ,0 ,0 ,2 ,166 ,281 ,108 (65%) ,215 (77%) ,17 ,41 ,4 ,15 ,43% ,57% ,4 ,4 ,2 ,4 ,1 ,0 ,1 ,0 ,1 ,2 ,1 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,2 ,2 ,2 ,3 ,2 ,190 ,243 ,136 (72%) ,190 (78%) ,31 ,32 ,3 ,11 ,
LaLiga ,16/17 ,10 ,Sporting Gijón ,Sevilla ,1 ,1 ,37% ,63% ,9 ,20 ,5 ,6 ,3 ,11 ,1 ,3 ,3 ,4 ,2 ,2 ,17 ,9 ,6 ,2 ,null ,null ,null ,null ,null ,null ,1 ,1 ,null ,null ,5 ,10 ,4 ,10 ,5 ,4 ,307 ,516 ,210 (68%) ,430 (83%) ,46 ,53 ,13 ,14 ,38% ,62% ,7 ,10 ,3 ,3 ,3 ,5 ,1 ,2 ,2 ,1 ,1 ,1 ,4 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,6 ,3 ,4 ,2 ,2 ,152 ,247 ,102 (67%) ,203 (82%) ,28 ,29 ,9 ,6 ,36% ,64% ,2 ,10 ,2 ,3 ,0 ,6 ,0 ,1 ,1 ,3 ,1 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,1 ,4 ,1 ,6 ,3 ,2 ,155 ,269 ,108 (70%) ,227 (84%) ,18 ,24 ,4 ,8 ,
LaLiga ,16/17 ,10 ,Deportivo Alavés ,Real Madrid ,1 ,4 ,41% ,59% ,8 ,15 ,3 ,5 ,4 ,7 ,1 ,3 ,4 ,3 ,1 ,3 ,15 ,6 ,5 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,4 ,1 ,11 ,1 ,2 ,365 ,542 ,303 (83%) ,464 (86%) ,45 ,57 ,12 ,12 ,41% ,59% ,5 ,5 ,1 ,2 ,3 ,2 ,1 ,1 ,3 ,0 ,0 ,3 ,2 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,0 ,4 ,0 ,0 ,176 ,267 ,156 (89%) ,229 (86%) ,19 ,34 ,3 ,4 ,41% ,59% ,3 ,10 ,2 ,3 ,1 ,5 ,0 ,2 ,1 ,3 ,1 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,3 ,1 ,7 ,1 ,2 ,189 ,275 ,147 (78%) ,235 (85%) ,26 ,23 ,9 ,8 ,
LaLiga ,16/17 ,10 ,Atlético Madrid ,Málaga ,4 ,2 ,55% ,45% ,16 ,6 ,7 ,3 ,6 ,2 ,3 ,1 ,6 ,2 ,1 ,0 ,10 ,10 ,3 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,2 ,0 ,9 ,1 ,7 ,5 ,1 ,3 ,480 ,393 ,392 (82%) ,307 (78%) ,60 ,44 ,9 ,7 ,64% ,36% ,8 ,2 ,5 ,2 ,3 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,2 ,1 ,2 ,324 ,180 ,273 (84%) ,143 (79%) ,35 ,18 ,5 ,4 ,42% ,58% ,8 ,4 ,2 ,1 ,3 ,2 ,3 ,1 ,2 ,2 ,1 ,0 ,3 ,4 ,null ,null ,null ,null ,null ,null ,1 ,0 ,2 ,0 ,3 ,1 ,5 ,3 ,0 ,1 ,156 ,213 ,119 (76%) ,164 (77%) ,25 ,26 ,4 ,3 ,
LaLiga ,16/17 ,10 ,Barcelona ,Granada ,1 ,0 ,72% ,28% ,15 ,1 ,5 ,0 ,7 ,0 ,3 ,1 ,8 ,1 ,6 ,6 ,7 ,17 ,1 ,4 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,11 ,1 ,4 ,0 ,0 ,4 ,683 ,267 ,610 (89%) ,189 (71%) ,48 ,38 ,12 ,3 ,72% ,28% ,6 ,0 ,2 ,0 ,3 ,0 ,1 ,0 ,6 ,0 ,3 ,4 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,0 ,3 ,0 ,0 ,2 ,357 ,141 ,317 (89%) ,96 (68%) ,17 ,22 ,9 ,2 ,72% ,28% ,9 ,1 ,3 ,0 ,4 ,0 ,2 ,1 ,2 ,1 ,3 ,2 ,1 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,8 ,1 ,1 ,0 ,0 ,2 ,326 ,126 ,293 (90%) ,93 (74%) ,31 ,16 ,3 ,1 ,
LaLiga ,16/17 ,10 ,Eibar ,Villarreal ,2 ,1 ,48% ,52% ,13 ,6 ,9 ,1 ,4 ,1 ,0 ,4 ,3 ,7 ,1 ,4 ,16 ,16 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,8 ,4 ,5 ,2 ,0 ,7 ,387 ,424 ,279 (72%) ,314 (74%) ,55 ,47 ,17 ,10 ,42% ,58% ,3 ,2 ,3 ,1 ,0 ,0 ,0 ,1 ,1 ,4 ,1 ,3 ,2 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,1 ,3 ,1 ,0 ,3 ,162 ,220 ,125 (77%) ,176 (80%) ,26 ,28 ,6 ,5 ,52% ,48% ,10 ,4 ,6 ,0 ,4 ,1 ,0 ,3 ,2 ,3 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,8 ,3 ,2 ,1 ,0 ,4 ,225 ,204 ,154 (68%) ,138 (68%) ,29 ,19 ,11 ,5 ,
LaLiga ,16/17 ,10 ,Athletic Bilbao ,Osasuna ,1 ,1 ,70% ,30% ,18 ,7 ,4 ,3 ,8 ,3 ,6 ,1 ,9 ,2 ,5 ,5 ,10 ,11 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,10 ,5 ,8 ,2 ,2 ,3 ,488 ,220 ,398 (82%) ,125 (57%) ,61 ,61 ,29 ,15 ,65% ,35% ,6 ,4 ,2 ,3 ,2 ,1 ,2 ,0 ,4 ,2 ,3 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,4 ,3 ,0 ,2 ,1 ,243 ,134 ,198 (81%) ,86 (64%) ,25 ,27 ,9 ,7 ,75% ,25% ,12 ,3 ,2 ,0 ,6 ,2 ,4 ,1 ,5 ,0 ,2 ,4 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,1 ,5 ,2 ,0 ,2 ,245 ,86 ,200 (82%) ,39 (45%) ,36 ,34 ,20 ,8 ,
LaLiga ,16/17 ,10 ,Real Betis ,Espanyol ,0 ,1 ,61% ,39% ,13 ,10 ,5 ,5 ,6 ,3 ,2 ,2 ,8 ,3 ,1 ,0 ,15 ,15 ,3 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,8 ,4 ,5 ,6 ,4 ,5 ,517 ,331 ,414 (80%) ,238 (72%) ,55 ,64 ,16 ,23 ,57% ,43% ,5 ,6 ,1 ,3 ,4 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,2 ,2 ,4 ,3 ,1 ,262 ,188 ,209 (80%) ,141 (75%) ,24 ,26 ,9 ,8 ,65% ,35% ,8 ,4 ,4 ,2 ,2 ,1 ,2 ,1 ,7 ,2 ,1 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,2 ,3 ,2 ,1 ,4 ,255 ,143 ,205 (80%) ,97 (68%) ,31 ,38 ,7 ,15 ,
LaLiga ,16/17 ,10 ,Las Palmas ,Celta Vigo ,3 ,3 ,75% ,25% ,17 ,9 ,8 ,6 ,3 ,3 ,6 ,0 ,8 ,1 ,2 ,3 ,13 ,22 ,2 ,8 ,0 ,1 ,null ,null ,null ,null ,0 ,2 ,0 ,1 ,8 ,8 ,9 ,1 ,3 ,5 ,628 ,200 ,553 (88%) ,128 (64%) ,52 ,55 ,5 ,5 ,77% ,23% ,8 ,5 ,3 ,5 ,1 ,0 ,4 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,3 ,4 ,5 ,1 ,2 ,3 ,327 ,93 ,293 (90%) ,59 (63%) ,31 ,29 ,2 ,1 ,73% ,27% ,9 ,4 ,5 ,1 ,2 ,3 ,2 ,0 ,5 ,0 ,2 ,3 ,2 ,4 ,0 ,1 ,null ,null ,null ,null ,0 ,2 ,0 ,1 ,5 ,4 ,4 ,0 ,1 ,2 ,301 ,107 ,260 (86%) ,69 (64%) ,21 ,26 ,3 ,4 ,
LaLiga ,16/17 ,10 ,Deportivo La Coruña ,Valencia ,1 ,1 ,39% ,61% ,16 ,10 ,4 ,3 ,7 ,4 ,5 ,3 ,5 ,6 ,4 ,3 ,14 ,21 ,1 ,5 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,3 ,9 ,7 ,2 ,3 ,318 ,526 ,230 (72%) ,436 (83%) ,70 ,59 ,13 ,17 ,40% ,60% ,10 ,4 ,3 ,1 ,5 ,2 ,2 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,1 ,5 ,3 ,1 ,2 ,154 ,255 ,112 (73%) ,205 (80%) ,28 ,27 ,5 ,10 ,38% ,62% ,6 ,6 ,1 ,2 ,2 ,2 ,3 ,2 ,2 ,4 ,3 ,2 ,1 ,4 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,2 ,4 ,4 ,1 ,1 ,164 ,271 ,118 (72%) ,231 (85%) ,42 ,32 ,8 ,7 ,
LaLiga ,16/17 ,11 ,Málaga ,Sporting Gijón ,3 ,2 ,62% ,38% ,22 ,7 ,7 ,4 ,8 ,2 ,7 ,1 ,9 ,2 ,2 ,2 ,12 ,20 ,5 ,6 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,1 ,15 ,4 ,7 ,3 ,2 ,5 ,413 ,261 ,313 (76%) ,144 (55%) ,66 ,55 ,18 ,19 ,64% ,36% ,12 ,2 ,3 ,1 ,3 ,1 ,6 ,0 ,3 ,0 ,0 ,1 ,1 ,5 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,7 ,2 ,5 ,0 ,0 ,3 ,220 ,127 ,169 (77%) ,74 (58%) ,33 ,24 ,7 ,6 ,60% ,40% ,10 ,5 ,4 ,3 ,5 ,1 ,1 ,1 ,6 ,2 ,2 ,1 ,4 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,1 ,8 ,2 ,2 ,3 ,2 ,2 ,193 ,134 ,144 (75%) ,70 (52%) ,33 ,31 ,11 ,13 ,
LaLiga ,16/17 ,11 ,Granada ,Deportivo La Coruña ,1 ,1 ,59% ,41% ,14 ,13 ,5 ,5 ,7 ,5 ,2 ,3 ,7 ,6 ,3 ,2 ,11 ,7 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,3 ,10 ,10 ,4 ,3 ,4 ,4 ,460 ,324 ,367 (80%) ,212 (65%) ,57 ,65 ,22 ,26 ,55% ,45% ,3 ,3 ,1 ,0 ,2 ,3 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,2 ,0 ,1 ,228 ,192 ,179 (79%) ,130 (68%) ,25 ,29 ,10 ,11 ,63% ,37% ,11 ,10 ,4 ,5 ,5 ,2 ,2 ,3 ,5 ,6 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,3 ,8 ,9 ,3 ,1 ,4 ,3 ,232 ,132 ,188 (81%) ,82 (62%) ,32 ,36 ,12 ,15 ,
LaLiga ,16/17 ,11 ,Real Sociedad ,Atlético Madrid ,2 ,0 ,58% ,42% ,12 ,8 ,3 ,2 ,6 ,6 ,3 ,0 ,6 ,6 ,0 ,2 ,18 ,20 ,2 ,4 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,6 ,5 ,6 ,3 ,2 ,1 ,567 ,393 ,470 (83%) ,306 (78%) ,61 ,55 ,15 ,15 ,54% ,46% ,6 ,5 ,1 ,1 ,4 ,4 ,1 ,0 ,3 ,3 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,4 ,3 ,1 ,1 ,1 ,282 ,236 ,235 (83%) ,191 (81%) ,31 ,23 ,10 ,6 ,64% ,36% ,6 ,3 ,2 ,1 ,2 ,2 ,2 ,0 ,3 ,3 ,0 ,1 ,2 ,4 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,3 ,1 ,3 ,2 ,1 ,0 ,285 ,157 ,235 (82%) ,115 (73%) ,30 ,32 ,5 ,9 ,
LaLiga ,16/17 ,11 ,Osasuna ,Deportivo Alavés ,0 ,1 ,38% ,62% ,10 ,12 ,4 ,3 ,4 ,7 ,2 ,2 ,3 ,4 ,1 ,2 ,18 ,10 ,5 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,10 ,5 ,2 ,2 ,3 ,315 ,516 ,214 (68%) ,424 (82%) ,64 ,69 ,20 ,19 ,34% ,66% ,6 ,8 ,2 ,2 ,3 ,4 ,1 ,2 ,1 ,2 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,7 ,3 ,1 ,2 ,1 ,140 ,272 ,92 (66%) ,224 (82%) ,27 ,34 ,9 ,10 ,42% ,58% ,4 ,4 ,2 ,1 ,1 ,3 ,1 ,0 ,2 ,2 ,1 ,1 ,4 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,3 ,2 ,1 ,0 ,2 ,175 ,244 ,122 (70%) ,200 (82%) ,37 ,35 ,11 ,9 ,
LaLiga ,16/17 ,11 ,Las Palmas ,Eibar ,1 ,0 ,65% ,35% ,16 ,13 ,6 ,5 ,7 ,7 ,3 ,1 ,7 ,4 ,3 ,2 ,10 ,20 ,1 ,5 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,10 ,6 ,6 ,7 ,4 ,5 ,624 ,318 ,504 (81%) ,219 (69%) ,52 ,42 ,9 ,15 ,67% ,33% ,10 ,4 ,4 ,2 ,4 ,2 ,2 ,0 ,4 ,1 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,0 ,4 ,4 ,2 ,4 ,318 ,147 ,252 (79%) ,95 (65%) ,30 ,26 ,4 ,9 ,63% ,37% ,6 ,9 ,2 ,3 ,3 ,5 ,1 ,1 ,3 ,3 ,3 ,1 ,0 ,3 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,6 ,2 ,3 ,2 ,1 ,306 ,171 ,252 (82%) ,124 (73%) ,22 ,16 ,5 ,6 ,
LaLiga ,16/17 ,11 ,Real Madrid ,Leganés ,3 ,0 ,64% ,36% ,17 ,7 ,7 ,3 ,6 ,1 ,4 ,3 ,2 ,2 ,3 ,2 ,7 ,20 ,3 ,5 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,8 ,1 ,9 ,6 ,3 ,4 ,642 ,342 ,563 (88%) ,261 (76%) ,75 ,44 ,11 ,4 ,64% ,36% ,7 ,4 ,2 ,1 ,4 ,1 ,1 ,2 ,1 ,1 ,2 ,1 ,3 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,4 ,1 ,3 ,3 ,1 ,0 ,338 ,182 ,295 (87%) ,141 (77%) ,33 ,21 ,8 ,4 ,64% ,36% ,10 ,3 ,5 ,2 ,2 ,0 ,3 ,1 ,1 ,1 ,1 ,1 ,0 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,1 ,4 ,0 ,6 ,3 ,2 ,4 ,304 ,160 ,268 (88%) ,120 (75%) ,42 ,23 ,3 ,0 ,
LaLiga ,16/17 ,11 ,Celta Vigo ,Valencia ,2 ,1 ,53% ,47% ,7 ,14 ,4 ,4 ,0 ,7 ,3 ,3 ,4 ,3 ,2 ,1 ,19 ,15 ,6 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,4 ,11 ,3 ,3 ,3 ,2 ,484 ,407 ,370 (76%) ,280 (69%) ,61 ,55 ,22 ,13 ,57% ,43% ,2 ,3 ,1 ,3 ,0 ,0 ,1 ,0 ,1 ,2 ,0 ,0 ,3 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,1 ,3 ,1 ,0 ,2 ,0 ,276 ,203 ,212 (77%) ,132 (65%) ,29 ,27 ,14 ,9 ,50% ,50% ,5 ,11 ,3 ,1 ,0 ,7 ,2 ,3 ,3 ,1 ,2 ,1 ,3 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,3 ,8 ,2 ,3 ,1 ,2 ,208 ,204 ,158 (76%) ,148 (73%) ,32 ,28 ,8 ,4 ,
LaLiga ,16/17 ,11 ,Espanyol ,Athletic Bilbao ,0 ,0 ,52% ,48% ,5 ,4 ,3 ,0 ,2 ,3 ,0 ,1 ,5 ,3 ,3 ,3 ,13 ,11 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,1 ,2 ,3 ,0 ,3 ,475 ,436 ,360 (76%) ,328 (75%) ,63 ,66 ,10 ,22 ,52% ,48% ,4 ,1 ,2 ,0 ,2 ,0 ,0 ,1 ,3 ,2 ,1 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,0 ,2 ,1 ,0 ,2 ,226 ,211 ,179 (79%) ,162 (77%) ,33 ,29 ,4 ,8 ,52% ,48% ,1 ,3 ,1 ,0 ,0 ,3 ,0 ,0 ,2 ,1 ,2 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,1 ,0 ,2 ,0 ,1 ,249 ,225 ,181 (73%) ,166 (74%) ,30 ,37 ,6 ,14 ,
