League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Counter attack shots Home ,ALL Shots extra Counter attack shots Away ,ALL Shots extra Counter attack goals Home ,ALL Shots extra Counter attack goals Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Counter attack shots Home ,1ST Shots extra Counter attack shots Away ,1ST Shots extra Counter attack goals Home ,1ST Shots extra Counter attack goals Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Counter attack shots Home ,2ND Shots extra Counter attack shots Away ,2ND Shots extra Counter attack goals Home ,2ND Shots extra Counter attack goals Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,20/21 ,1 ,Burnley ,Manchester United ,0 ,1 ,37% ,63% ,11 ,13 ,0 ,7 ,6 ,2 ,5 ,4 ,3 ,4 ,3 ,2 ,15 ,13 ,1 ,2 ,null ,null ,2 ,1 ,2 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,6 ,9 ,5 ,4 ,6 ,0 ,334 ,566 ,220 (66%) ,475 (84%) ,29/84 (35%) ,23/54 (43%) ,0/14 (0%) ,5/21 (24%) ,2/8 (25%) ,6/9 (67%) ,160 ,135 ,32 ,54 ,12 ,22 ,5 ,12 ,11 ,10 ,18 ,19 ,33% ,67% ,5 ,5 ,0 ,2 ,2 ,1 ,3 ,2 ,2 ,3 ,0 ,1 ,0 ,2 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,2 ,4 ,3 ,1 ,2 ,0 ,138 ,275 ,86 (62%) ,233 (85%) ,12/37 (32%) ,12/27 (44%) ,0/6 (0%) ,5/13 (38%) ,0/2 (0%) ,2/3 (67%) ,67 ,66 ,16 ,19 ,6 ,8 ,2 ,2 ,3 ,6 ,10 ,8 ,40% ,60% ,6 ,8 ,0 ,5 ,4 ,1 ,2 ,2 ,1 ,1 ,3 ,1 ,1 ,0 ,null ,null ,2 ,1 ,2 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,4 ,5 ,2 ,3 ,4 ,0 ,196 ,291 ,134 (68%) ,242 (83%) ,17/47 (36%) ,11/27 (41%) ,0/8 (0%) ,0/8 (0%) ,2/6 (33%) ,4/6 (67%) ,93 ,69 ,16 ,35 ,6 ,14 ,3 ,10 ,8 ,4 ,8 ,11 ,
Premier League ,20/21 ,1 ,Manchester City ,Aston Villa ,2 ,0 ,69% ,31% ,28 ,11 ,9 ,4 ,7 ,4 ,12 ,3 ,16 ,2 ,3 ,1 ,10 ,9 ,0 ,2 ,null ,null ,4 ,0 ,3 ,0 ,1 ,0 ,1 ,2 ,1 ,2 ,null ,null ,20 ,6 ,8 ,5 ,4 ,7 ,628 ,285 ,553 (88%) ,207 (73%) ,26/40 (65%) ,24/64 (38%) ,5/29 (17%) ,1/7 (14%) ,12/23 (52%) ,10/13 (77%) ,124 ,109 ,55 ,45 ,21 ,11 ,14 ,14 ,11 ,15 ,11 ,29 ,68% ,32% ,13 ,3 ,3 ,1 ,2 ,1 ,8 ,1 ,10 ,2 ,2 ,0 ,0 ,0 ,null ,null ,2 ,0 ,2 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,null ,null ,9 ,2 ,4 ,1 ,1 ,3 ,310 ,145 ,277 (89%) ,108 (74%) ,11/16 (69%) ,11/32 (34%) ,2/17 (12%) ,0/4 (0%) ,5/10 (50%) ,5/8 (63%) ,59 ,53 ,26 ,20 ,10 ,5 ,8 ,5 ,4 ,8 ,5 ,11 ,69% ,31% ,15 ,8 ,6 ,3 ,5 ,3 ,4 ,2 ,6 ,0 ,1 ,1 ,0 ,2 ,null ,null ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,null ,null ,11 ,4 ,4 ,4 ,3 ,4 ,318 ,140 ,276 (87%) ,99 (71%) ,15/24 (63%) ,13/32 (41%) ,3/12 (25%) ,1/3 (33%) ,7/13 (54%) ,5/5 (100%) ,65 ,56 ,29 ,25 ,11 ,6 ,6 ,9 ,7 ,7 ,6 ,18 ,
Premier League ,20/21 ,2 ,Everton ,West Bromwich Albion ,5 ,2 ,71% ,29% ,17 ,6 ,7 ,4 ,5 ,1 ,5 ,1 ,11 ,1 ,1 ,1 ,9 ,11 ,1 ,0 ,0 ,1 ,4 ,0 ,1 ,0 ,1 ,1 ,0 ,2 ,null ,null ,null ,null ,13 ,2 ,4 ,4 ,2 ,2 ,799 ,322 ,722 (90%) ,253 (79%) ,31/56 (55%) ,18/49 (37%) ,9/32 (28%) ,2/6 (33%) ,7/15 (47%) ,5/12 (42%) ,137 ,117 ,50 ,45 ,12 ,14 ,21 ,18 ,6 ,12 ,4 ,20 ,64% ,36% ,10 ,5 ,3 ,3 ,3 ,1 ,4 ,1 ,9 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,8 ,2 ,2 ,3 ,2 ,1 ,339 ,191 ,298 (88%) ,157 (82%) ,19/31 (61%) ,11/22 (50%) ,4/19 (21%) ,1/3 (33%) ,6/9 (67%) ,3/4 (75%) ,69 ,51 ,25 ,17 ,6 ,6 ,8 ,5 ,2 ,8 ,1 ,15 ,77% ,23% ,7 ,1 ,4 ,1 ,2 ,0 ,1 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,5 ,0 ,2 ,1 ,0 ,1 ,460 ,131 ,424 (92%) ,96 (73%) ,12/25 (48%) ,7/27 (26%) ,5/13 (38%) ,1/3 (33%) ,1/6 (17%) ,2/8 (25%) ,68 ,66 ,25 ,28 ,6 ,8 ,13 ,13 ,4 ,4 ,3 ,5 ,
Premier League ,20/21 ,2 ,Leeds United ,Fulham ,4 ,3 ,50% ,50% ,10 ,14 ,7 ,6 ,2 ,5 ,1 ,3 ,5 ,3 ,3 ,0 ,13 ,18 ,1 ,2 ,null ,null ,1 ,3 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,8 ,7 ,2 ,7 ,3 ,3 ,444 ,438 ,337 (76%) ,354 (81%) ,37/66 (56%) ,20/47 (43%) ,3/20 (15%) ,4/18 (22%) ,12/17 (71%) ,20/29 (69%) ,174 ,153 ,69 ,70 ,18 ,20 ,22 ,18 ,10 ,16 ,11 ,16 ,46% ,54% ,3 ,6 ,3 ,2 ,0 ,2 ,0 ,2 ,5 ,3 ,1 ,0 ,0 ,0 ,null ,null ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,2 ,0 ,4 ,1 ,1 ,208 ,245 ,158 (76%) ,212 (87%) ,17/29 (59%) ,6/15 (40%) ,2/13 (15%) ,2/9 (22%) ,6/9 (67%) ,9/12 (75%) ,82 ,66 ,28 ,32 ,8 ,8 ,10 ,10 ,4 ,9 ,6 ,8 ,54% ,46% ,7 ,8 ,4 ,4 ,2 ,3 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,2 ,null ,null ,0 ,2 ,null ,null ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,5 ,2 ,3 ,2 ,2 ,236 ,193 ,179 (76%) ,142 (74%) ,20/37 (54%) ,14/32 (44%) ,1/7 (14%) ,2/9 (22%) ,6/8 (75%) ,11/17 (65%) ,92 ,87 ,41 ,38 ,10 ,12 ,12 ,8 ,6 ,7 ,5 ,8 ,
Premier League ,20/21 ,2 ,Manchester United ,Crystal Palace ,1 ,3 ,75% ,25% ,17 ,14 ,4 ,5 ,4 ,6 ,9 ,3 ,9 ,3 ,1 ,2 ,13 ,10 ,2 ,1 ,null ,null ,2 ,2 ,1 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,7 ,9 ,10 ,5 ,2 ,3 ,705 ,225 ,606 (86%) ,138 (61%) ,33/50 (66%) ,15/51 (29%) ,5/27 (19%) ,1/9 (11%) ,13/21 (62%) ,9/15 (60%) ,166 ,135 ,48 ,61 ,11 ,16 ,14 ,24 ,9 ,21 ,14 ,33 ,73% ,27% ,8 ,6 ,2 ,2 ,1 ,4 ,5 ,0 ,4 ,2 ,1 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,0 ,0 ,null ,null ,null ,null ,3 ,4 ,5 ,2 ,1 ,2 ,355 ,125 ,309 (87%) ,79 (63%) ,14/26 (54%) ,9/27 (33%) ,2/11 (18%) ,1/5 (20%) ,8/12 (67%) ,4/7 (57%) ,77 ,69 ,22 ,32 ,5 ,10 ,5 ,10 ,2 ,5 ,10 ,15 ,78% ,22% ,9 ,8 ,2 ,3 ,3 ,2 ,4 ,3 ,5 ,1 ,0 ,2 ,2 ,1 ,null ,null ,2 ,1 ,1 ,0 ,null ,null ,0 ,1 ,null ,null ,null ,null ,4 ,5 ,5 ,3 ,1 ,1 ,350 ,100 ,297 (85%) ,59 (59%) ,19/24 (79%) ,6/24 (25%) ,3/16 (19%) ,0/4 (0%) ,5/9 (56%) ,5/8 (63%) ,89 ,66 ,26 ,29 ,6 ,6 ,9 ,14 ,7 ,16 ,4 ,18 ,
Premier League ,20/21 ,2 ,Arsenal ,West Ham United ,2 ,1 ,62% ,38% ,7 ,14 ,3 ,3 ,1 ,6 ,3 ,5 ,7 ,5 ,5 ,2 ,11 ,13 ,0 ,1 ,null ,null ,2 ,3 ,0 ,2 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,5 ,7 ,2 ,7 ,2 ,1 ,669 ,383 ,577 (86%) ,314 (82%) ,30/51 (59%) ,22/45 (49%) ,3/17 (18%) ,7/27 (26%) ,8/12 (67%) ,5/11 (45%) ,138 ,115 ,44 ,40 ,17 ,16 ,8 ,10 ,11 ,10 ,17 ,27 ,64% ,36% ,3 ,3 ,1 ,2 ,1 ,0 ,1 ,1 ,1 ,3 ,3 ,2 ,0 ,1 ,null ,null ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,3 ,2 ,0 ,1 ,1 ,0 ,355 ,188 ,307 (86%) ,151 (80%) ,12/20 (60%) ,8/22 (36%) ,2/6 (33%) ,2/10 (20%) ,4/5 (80%) ,2/5 (40%) ,64 ,60 ,21 ,14 ,8 ,5 ,3 ,2 ,8 ,6 ,7 ,8 ,60% ,40% ,4 ,11 ,2 ,1 ,0 ,6 ,2 ,4 ,6 ,2 ,2 ,0 ,0 ,0 ,null ,null ,1 ,2 ,0 ,2 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,2 ,5 ,2 ,6 ,1 ,1 ,314 ,195 ,270 (86%) ,163 (84%) ,18/31 (58%) ,14/23 (61%) ,1/11 (9%) ,5/17 (29%) ,4/7 (57%) ,3/6 (50%) ,74 ,55 ,23 ,26 ,9 ,11 ,5 ,8 ,3 ,4 ,10 ,19 ,
Premier League ,20/21 ,2 ,Southampton ,Tottenham ,2 ,5 ,52% ,48% ,14 ,9 ,7 ,6 ,5 ,1 ,2 ,2 ,3 ,2 ,2 ,6 ,17 ,18 ,4 ,3 ,null ,null ,3 ,4 ,2 ,0 ,1 ,1 ,0 ,2 ,null ,null ,null ,null ,9 ,7 ,5 ,2 ,1 ,5 ,460 ,419 ,354 (77%) ,303 (72%) ,19/58 (33%) ,25/63 (40%) ,0/12 (0%) ,0/6 (0%) ,11/14 (79%) ,8/14 (57%) ,150 ,157 ,52 ,61 ,16 ,31 ,8 ,8 ,8 ,5 ,7 ,21 ,51% ,49% ,6 ,1 ,3 ,1 ,1 ,0 ,2 ,0 ,2 ,1 ,0 ,4 ,3 ,1 ,null ,null ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,2 ,null ,null ,null ,null ,4 ,1 ,2 ,0 ,0 ,2 ,206 ,201 ,141 (68%) ,133 (66%) ,11/36 (31%) ,8/25 (32%) ,0/8 (0%) ,0/3 (0%) ,5/7 (71%) ,4/8 (50%) ,94 ,95 ,28 ,41 ,11 ,22 ,5 ,5 ,4 ,3 ,3 ,12 ,53% ,47% ,8 ,8 ,4 ,5 ,4 ,1 ,0 ,2 ,1 ,1 ,2 ,2 ,1 ,2 ,null ,null ,1 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,5 ,6 ,3 ,2 ,1 ,3 ,254 ,218 ,213 (84%) ,170 (78%) ,8/22 (36%) ,17/38 (45%) ,0/4 (0%) ,0/3 (0%) ,6/7 (86%) ,4/6 (67%) ,56 ,62 ,24 ,20 ,5 ,9 ,3 ,3 ,4 ,2 ,4 ,9 ,
Premier League ,20/21 ,2 ,Newcastle United ,Brighton & Hove Albion ,0 ,3 ,47% ,53% ,6 ,13 ,0 ,6 ,4 ,6 ,2 ,1 ,7 ,1 ,1 ,2 ,16 ,15 ,3 ,0 ,0 ,1 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,3 ,6 ,3 ,7 ,4 ,0 ,386 ,444 ,296 (77%) ,358 (81%) ,26/60 (43%) ,39/80 (49%) ,2/20 (10%) ,1/9 (11%) ,2/4 (50%) ,2/7 (29%) ,138 ,122 ,47 ,40 ,21 ,15 ,10 ,8 ,9 ,11 ,14 ,20 ,40% ,60% ,1 ,6 ,0 ,3 ,0 ,3 ,1 ,0 ,3 ,0 ,1 ,1 ,3 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,0 ,3 ,1 ,3 ,2 ,0 ,154 ,226 ,102 (66%) ,181 (80%) ,14/28 (50%) ,23/45 (51%) ,0/8 (0%) ,1/6 (17%) ,1/2 (50%) ,0/4 (0%) ,77 ,69 ,31 ,24 ,14 ,9 ,8 ,3 ,5 ,6 ,8 ,11 ,52% ,48% ,5 ,7 ,0 ,3 ,4 ,3 ,1 ,1 ,4 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,3 ,3 ,2 ,4 ,2 ,0 ,232 ,218 ,194 (84%) ,177 (81%) ,12/32 (38%) ,16/35 (46%) ,2/12 (17%) ,0/3 (0%) ,1/2 (50%) ,2/3 (67%) ,61 ,53 ,16 ,16 ,7 ,6 ,2 ,5 ,4 ,5 ,6 ,9 ,
Premier League ,20/21 ,2 ,Chelsea ,Liverpool ,0 ,2 ,38% ,62% ,5 ,18 ,3 ,6 ,2 ,9 ,0 ,3 ,1 ,11 ,1 ,1 ,10 ,6 ,null ,null ,1 ,0 ,1 ,3 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,10 ,2 ,8 ,3 ,3 ,488 ,764 ,412 (84%) ,681 (89%) ,35/62 (56%) ,32/50 (64%) ,2/4 (50%) ,4/24 (17%) ,16/26 (62%) ,12/18 (67%) ,113 ,132 ,50 ,37 ,11 ,3 ,17 ,14 ,11 ,8 ,34 ,3 ,46% ,54% ,1 ,7 ,0 ,1 ,1 ,5 ,0 ,1 ,0 ,3 ,1 ,1 ,null ,null ,1 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,4 ,1 ,3 ,0 ,0 ,266 ,304 ,221 (83%) ,259 (85%) ,21/39 (54%) ,17/30 (57%) ,1/3 (33%) ,3/12 (25%) ,8/14 (57%) ,5/10 (50%) ,68 ,71 ,27 ,19 ,7 ,1 ,11 ,9 ,3 ,4 ,15 ,1 ,32% ,68% ,4 ,11 ,3 ,5 ,1 ,4 ,0 ,2 ,1 ,8 ,0 ,0 ,null ,null ,0 ,0 ,1 ,3 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,6 ,1 ,5 ,3 ,3 ,222 ,460 ,191 (86%) ,422 (92%) ,14/23 (61%) ,15/20 (75%) ,1/1 (100%) ,1/12 (8%) ,8/12 (67%) ,7/8 (88%) ,45 ,61 ,23 ,18 ,4 ,2 ,6 ,5 ,8 ,4 ,19 ,2 ,
Premier League ,20/21 ,2 ,Leicester City ,Burnley ,4 ,2 ,67% ,33% ,14 ,16 ,6 ,5 ,2 ,8 ,6 ,3 ,15 ,4 ,0 ,1 ,11 ,13 ,1 ,2 ,null ,null ,1 ,2 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,11 ,11 ,3 ,5 ,3 ,3 ,621 ,292 ,526 (85%) ,199 (68%) ,25/51 (49%) ,20/56 (36%) ,5/28 (18%) ,7/15 (47%) ,4/12 (33%) ,7/12 (58%) ,147 ,129 ,47 ,59 ,18 ,30 ,13 ,12 ,11 ,12 ,13 ,28 ,70% ,30% ,7 ,3 ,3 ,2 ,1 ,1 ,3 ,0 ,8 ,0 ,0 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,6 ,2 ,1 ,1 ,1 ,2 ,321 ,136 ,274 (85%) ,82 (60%) ,14/24 (58%) ,11/31 (35%) ,3/20 (15%) ,2/4 (50%) ,0/5 (0%) ,3/6 (50%) ,81 ,72 ,28 ,35 ,13 ,19 ,8 ,9 ,4 ,5 ,6 ,17 ,64% ,36% ,7 ,13 ,3 ,3 ,1 ,7 ,3 ,3 ,7 ,4 ,0 ,1 ,0 ,1 ,null ,null ,1 ,2 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,5 ,9 ,2 ,4 ,2 ,1 ,300 ,156 ,252 (84%) ,117 (75%) ,11/27 (41%) ,9/25 (36%) ,2/8 (25%) ,5/11 (45%) ,4/7 (57%) ,4/6 (67%) ,66 ,57 ,19 ,24 ,5 ,11 ,5 ,3 ,7 ,7 ,7 ,11 ,
Premier League ,20/21 ,2 ,Aston Villa ,Sheffield United ,1 ,0 ,71% ,29% ,18 ,4 ,2 ,1 ,11 ,2 ,5 ,1 ,10 ,4 ,1 ,0 ,12 ,13 ,3 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,1 ,0 ,null ,null ,null ,null ,11 ,3 ,7 ,1 ,1 ,1 ,553 ,221 ,486 (88%) ,131 (59%) ,26/49 (53%) ,16/58 (28%) ,6/41 (15%) ,1/14 (7%) ,4/7 (57%) ,6/8 (75%) ,127 ,128 ,54 ,49 ,32 ,22 ,5 ,9 ,7 ,7 ,14 ,36 ,76% ,24% ,7 ,1 ,1 ,1 ,4 ,0 ,2 ,0 ,8 ,2 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,5 ,1 ,2 ,0 ,1 ,1 ,240 ,78 ,211 (88%) ,43 (55%) ,18/29 (62%) ,7/28 (25%) ,4/26 (15%) ,0/6 (0%) ,2/4 (50%) ,1/1 (100%) ,60 ,52 ,28 ,21 ,15 ,6 ,1 ,6 ,3 ,3 ,7 ,19 ,68% ,32% ,11 ,3 ,1 ,0 ,7 ,2 ,3 ,1 ,2 ,2 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,6 ,2 ,5 ,1 ,0 ,0 ,313 ,143 ,275 (88%) ,88 (62%) ,8/20 (40%) ,9/30 (30%) ,2/15 (13%) ,1/8 (13%) ,2/3 (67%) ,5/7 (71%) ,67 ,76 ,26 ,28 ,17 ,16 ,4 ,3 ,4 ,4 ,7 ,17 ,
Premier League ,20/21 ,2 ,Wolverhampton ,Manchester City ,1 ,3 ,34% ,66% ,10 ,14 ,1 ,9 ,5 ,3 ,4 ,2 ,4 ,6 ,2 ,3 ,7 ,8 ,0 ,3 ,null ,null ,1 ,3 ,0 ,1 ,null ,null ,1 ,1 ,null ,null ,null ,null ,6 ,8 ,4 ,6 ,6 ,0 ,356 ,692 ,273 (77%) ,602 (87%) ,29/58 (50%) ,30/57 (53%) ,4/13 (31%) ,0/8 (0%) ,12/22 (55%) ,12/21 (57%) ,136 ,140 ,55 ,54 ,11 ,13 ,25 ,22 ,15 ,4 ,9 ,10 ,31% ,69% ,2 ,8 ,0 ,5 ,1 ,2 ,1 ,1 ,1 ,4 ,2 ,2 ,0 ,2 ,null ,null ,0 ,3 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,1 ,5 ,1 ,3 ,3 ,0 ,167 ,366 ,121 (72%) ,320 (87%) ,16/31 (52%) ,15/31 (48%) ,1/3 (33%) ,0/7 (0%) ,4/7 (57%) ,4/9 (44%) ,64 ,72 ,26 ,23 ,5 ,5 ,13 ,10 ,7 ,1 ,7 ,5 ,38% ,62% ,8 ,6 ,1 ,4 ,4 ,1 ,3 ,1 ,3 ,2 ,0 ,1 ,0 ,1 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,1 ,1 ,null ,null ,null ,null ,5 ,3 ,3 ,3 ,3 ,0 ,189 ,326 ,152 (80%) ,282 (87%) ,13/27 (48%) ,15/26 (58%) ,3/10 (30%) ,0/1 (0%) ,8/15 (53%) ,8/12 (67%) ,72 ,68 ,29 ,31 ,6 ,8 ,12 ,12 ,8 ,3 ,2 ,5 ,
Premier League ,20/21 ,3 ,Brighton & Hove Albion ,Manchester United ,2 ,3 ,53% ,47% ,18 ,7 ,5 ,3 ,9 ,1 ,4 ,3 ,7 ,1 ,1 ,4 ,18 ,16 ,4 ,2 ,null ,null ,5 ,2 ,3 ,0 ,5 ,0 ,1 ,2 ,null ,null ,null ,null ,12 ,6 ,6 ,1 ,1 ,3 ,488 ,445 ,413 (85%) ,372 (84%) ,31/62 (50%) ,19/40 (48%) ,6/29 (21%) ,2/8 (25%) ,20/26 (77%) ,14/22 (64%) ,126 ,113 ,58 ,56 ,10 ,11 ,12 ,15 ,14 ,11 ,4 ,21 ,49% ,51% ,7 ,2 ,2 ,1 ,4 ,1 ,1 ,0 ,3 ,0 ,0 ,1 ,1 ,2 ,null ,null ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,null ,null ,null ,null ,4 ,1 ,3 ,1 ,1 ,1 ,202 ,215 ,163 (81%) ,181 (84%) ,14/34 (41%) ,12/20 (60%) ,2/12 (17%) ,1/3 (33%) ,9/12 (75%) ,7/11 (64%) ,62 ,54 ,33 ,31 ,5 ,5 ,8 ,9 ,6 ,7 ,1 ,10 ,56% ,44% ,11 ,5 ,3 ,2 ,5 ,0 ,3 ,3 ,4 ,1 ,1 ,3 ,3 ,0 ,null ,null ,4 ,2 ,3 ,0 ,2 ,0 ,0 ,2 ,null ,null ,null ,null ,8 ,5 ,3 ,0 ,0 ,2 ,286 ,230 ,250 (87%) ,191 (83%) ,17/28 (61%) ,7/20 (35%) ,4/17 (24%) ,1/5 (20%) ,11/14 (79%) ,7/11 (64%) ,64 ,59 ,25 ,25 ,5 ,6 ,4 ,6 ,8 ,4 ,3 ,11 ,
