League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,19/20 ,7 ,Tottenham ,Southampton ,2 ,1 ,41% ,59% ,9 ,14 ,4 ,6 ,3 ,6 ,2 ,2 ,6 ,6 ,1 ,1 ,5 ,16 ,2 ,2 ,1 ,0 ,2 ,1 ,1 ,0 ,null ,null ,2 ,1 ,6 ,8 ,3 ,6 ,5 ,2 ,369 ,518 ,290 (79%) ,447 (86%) ,25/52 (48%) ,25/49 (51%) ,1/9 (11%) ,5/25 (20%) ,11/25 (44%) ,6/14 (43%) ,138 ,139 ,68 ,52 ,18 ,17 ,23 ,24 ,11 ,11 ,28 ,12 ,54% ,46% ,7 ,9 ,3 ,3 ,2 ,4 ,2 ,2 ,3 ,1 ,0 ,1 ,2 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,null ,null ,2 ,1 ,4 ,7 ,3 ,2 ,2 ,1 ,250 ,207 ,206 (82%) ,171 (83%) ,13/26 (50%) ,14/27 (52%) ,1/6 (17%) ,2/8 (25%) ,7/14 (50%) ,3/6 (50%) ,79 ,66 ,40 ,30 ,11 ,9 ,12 ,15 ,4 ,6 ,8 ,7 ,27% ,73% ,2 ,5 ,1 ,3 ,1 ,2 ,0 ,0 ,3 ,5 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,null ,null ,0 ,0 ,2 ,1 ,0 ,4 ,3 ,1 ,119 ,311 ,84 (71%) ,276 (89%) ,12/26 (46%) ,11/22 (50%) ,0/3 (0%) ,3/17 (18%) ,4/11 (36%) ,3/8 (38%) ,59 ,73 ,28 ,22 ,7 ,8 ,11 ,9 ,7 ,5 ,20 ,5 ,
Premier League ,19/20 ,7 ,Wolverhampton ,Watford ,2 ,0 ,39% ,61% ,6 ,14 ,2 ,5 ,4 ,6 ,0 ,3 ,1 ,6 ,2 ,1 ,5 ,6 ,0 ,1 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,1 ,0 ,6 ,10 ,0 ,4 ,5 ,1 ,404 ,628 ,311 (77%) ,530 (84%) ,28/55 (51%) ,23/58 (40%) ,3/11 (27%) ,4/20 (20%) ,8/14 (57%) ,8/16 (50%) ,129 ,154 ,46 ,50 ,12 ,22 ,21 ,15 ,17 ,5 ,27 ,7 ,41% ,59% ,3 ,4 ,1 ,0 ,2 ,3 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,0 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,1 ,0 ,3 ,3 ,0 ,1 ,0 ,0 ,219 ,318 ,172 (79%) ,268 (84%) ,16/29 (55%) ,8/26 (31%) ,1/9 (11%) ,0/8 (0%) ,5/10 (50%) ,4/8 (50%) ,71 ,80 ,28 ,25 ,8 ,9 ,13 ,10 ,7 ,1 ,12 ,4 ,37% ,63% ,3 ,10 ,1 ,5 ,2 ,3 ,0 ,2 ,0 ,4 ,1 ,0 ,0 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,0 ,0 ,3 ,7 ,0 ,3 ,5 ,1 ,185 ,310 ,139 (75%) ,262 (85%) ,12/26 (46%) ,15/32 (47%) ,2/2 (100%) ,4/12 (33%) ,3/4 (75%) ,4/8 (50%) ,58 ,74 ,18 ,25 ,4 ,13 ,8 ,5 ,10 ,4 ,15 ,3 ,
Premier League ,19/20 ,7 ,Everton ,Manchester City ,1 ,3 ,37% ,63% ,12 ,19 ,8 ,8 ,3 ,7 ,1 ,4 ,5 ,2 ,2 ,5 ,4 ,8 ,2 ,2 ,null ,null ,4 ,3 ,3 ,2 ,0 ,1 ,0 ,1 ,10 ,13 ,2 ,6 ,5 ,6 ,358 ,619 ,294 (82%) ,564 (91%) ,32/62 (52%) ,34/51 (67%) ,5/19 (26%) ,4/13 (31%) ,14/20 (70%) ,10/17 (59%) ,116 ,103 ,57 ,40 ,16 ,11 ,19 ,15 ,11 ,8 ,8 ,19 ,32% ,68% ,6 ,11 ,4 ,6 ,1 ,3 ,1 ,2 ,0 ,1 ,2 ,3 ,0 ,1 ,null ,null ,1 ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,4 ,7 ,2 ,4 ,5 ,2 ,167 ,346 ,137 (82%) ,325 (94%) ,13/27 (48%) ,22/27 (81%) ,0/5 (0%) ,3/9 (33%) ,8/11 (73%) ,5/10 (50%) ,50 ,47 ,28 ,17 ,7 ,6 ,10 ,6 ,7 ,5 ,6 ,6 ,42% ,58% ,6 ,8 ,4 ,2 ,2 ,4 ,0 ,2 ,5 ,1 ,0 ,2 ,2 ,1 ,null ,null ,3 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,6 ,6 ,0 ,2 ,0 ,4 ,191 ,273 ,157 (82%) ,239 (88%) ,19/35 (54%) ,12/24 (50%) ,5/14 (36%) ,1/4 (25%) ,6/9 (67%) ,5/7 (71%) ,66 ,56 ,29 ,23 ,9 ,5 ,9 ,9 ,4 ,3 ,2 ,13 ,
Premier League ,19/20 ,7 ,Leicester City ,Newcastle United ,5 ,0 ,68% ,32% ,13 ,3 ,5 ,0 ,5 ,3 ,3 ,0 ,9 ,0 ,0 ,1 ,12 ,9 ,1 ,1 ,0 ,1 ,3 ,0 ,2 ,0 ,null ,null ,2 ,1 ,9 ,1 ,4 ,2 ,0 ,1 ,724 ,328 ,645 (89%) ,252 (77%) ,31/48 (65%) ,15/40 (38%) ,5/28 (18%) ,2/8 (25%) ,6/16 (38%) ,9/16 (56%) ,141 ,137 ,47 ,49 ,9 ,13 ,24 ,17 ,15 ,12 ,8 ,24 ,65% ,35% ,7 ,3 ,2 ,0 ,3 ,3 ,2 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,null ,null ,0 ,1 ,5 ,1 ,2 ,2 ,0 ,1 ,355 ,190 ,307 (86%) ,154 (81%) ,15/26 (58%) ,7/20 (35%) ,2/12 (17%) ,0/3 (0%) ,3/9 (33%) ,5/7 (71%) ,71 ,58 ,19 ,24 ,5 ,7 ,6 ,7 ,5 ,7 ,3 ,12 ,72% ,28% ,6 ,0 ,3 ,0 ,2 ,0 ,1 ,0 ,5 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,null ,null ,2 ,0 ,4 ,0 ,2 ,0 ,0 ,0 ,369 ,138 ,338 (92%) ,98 (71%) ,16/22 (73%) ,8/20 (40%) ,3/16 (19%) ,2/5 (40%) ,3/7 (43%) ,4/9 (44%) ,70 ,79 ,28 ,25 ,4 ,6 ,18 ,10 ,10 ,5 ,5 ,12 ,
Premier League ,19/20 ,7 ,Manchester United ,Arsenal ,1 ,1 ,54% ,46% ,16 ,10 ,4 ,5 ,6 ,3 ,6 ,2 ,8 ,7 ,2 ,4 ,18 ,13 ,4 ,2 ,null ,null ,1 ,4 ,1 ,3 ,null ,null ,1 ,3 ,4 ,7 ,12 ,3 ,4 ,3 ,440 ,364 ,350 (80%) ,283 (78%) ,29/50 (58%) ,29/59 (49%) ,4/19 (21%) ,4/20 (20%) ,8/17 (47%) ,8/16 (50%) ,142 ,134 ,45 ,54 ,10 ,11 ,15 ,19 ,11 ,8 ,7 ,14 ,57% ,43% ,5 ,4 ,2 ,3 ,0 ,1 ,3 ,0 ,2 ,2 ,2 ,2 ,3 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,1 ,2 ,3 ,3 ,2 ,1 ,3 ,1 ,230 ,164 ,189 (82%) ,125 (76%) ,15/23 (65%) ,10/26 (38%) ,1/7 (14%) ,1/11 (9%) ,3/7 (43%) ,4/7 (57%) ,72 ,69 ,21 ,24 ,5 ,2 ,8 ,10 ,5 ,5 ,3 ,6 ,51% ,49% ,11 ,6 ,2 ,2 ,6 ,2 ,3 ,2 ,6 ,5 ,0 ,2 ,1 ,1 ,null ,null ,1 ,3 ,1 ,2 ,null ,null ,0 ,1 ,1 ,4 ,10 ,2 ,1 ,2 ,210 ,200 ,161 (77%) ,158 (79%) ,14/27 (52%) ,19/33 (58%) ,3/12 (25%) ,3/9 (33%) ,5/10 (50%) ,4/9 (44%) ,70 ,65 ,24 ,30 ,5 ,9 ,7 ,9 ,6 ,3 ,4 ,8 ,
Premier League ,19/20 ,8 ,Brighton & Hove Albion ,Tottenham ,3 ,0 ,47% ,53% ,17 ,8 ,6 ,3 ,4 ,3 ,7 ,2 ,4 ,4 ,1 ,1 ,11 ,7 ,2 ,1 ,null ,null ,2 ,0 ,null ,null ,1 ,0 ,null ,null ,10 ,3 ,7 ,5 ,3 ,3 ,494 ,547 ,405 (82%) ,452 (83%) ,32/58 (55%) ,20/44 (45%) ,4/16 (25%) ,1/15 (7%) ,10/20 (50%) ,12/19 (63%) ,146 ,148 ,52 ,55 ,13 ,10 ,22 ,23 ,14 ,11 ,19 ,15 ,48% ,52% ,11 ,2 ,4 ,1 ,2 ,1 ,5 ,0 ,2 ,0 ,1 ,1 ,0 ,0 ,null ,null ,2 ,0 ,null ,null ,0 ,0 ,null ,null ,6 ,1 ,5 ,1 ,1 ,2 ,243 ,273 ,192 (79%) ,219 (80%) ,16/33 (48%) ,10/24 (42%) ,4/11 (36%) ,1/1 (100%) ,6/13 (46%) ,4/6 (67%) ,78 ,71 ,26 ,26 ,8 ,6 ,9 ,11 ,5 ,4 ,5 ,6 ,47% ,53% ,6 ,6 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,0 ,0 ,2 ,1 ,null ,null ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,4 ,2 ,2 ,4 ,2 ,1 ,251 ,274 ,213 (85%) ,233 (85%) ,16/25 (64%) ,10/20 (50%) ,0/5 (0%) ,0/14 (0%) ,4/7 (57%) ,8/13 (62%) ,68 ,77 ,26 ,29 ,5 ,4 ,13 ,12 ,9 ,7 ,14 ,9 ,
Premier League ,19/20 ,8 ,Burnley ,Everton ,1 ,0 ,40% ,60% ,9 ,11 ,3 ,2 ,4 ,4 ,2 ,5 ,7 ,9 ,5 ,1 ,5 ,12 ,2 ,3 ,0 ,1 ,0 ,2 ,0 ,2 ,null ,null ,null ,null ,6 ,9 ,3 ,2 ,2 ,2 ,327 ,471 ,215 (66%) ,362 (77%) ,18/71 (25%) ,31/69 (45%) ,7/18 (39%) ,3/25 (12%) ,5/10 (50%) ,5/12 (42%) ,149 ,161 ,60 ,51 ,29 ,33 ,15 ,9 ,18 ,7 ,22 ,15 ,38% ,62% ,2 ,6 ,1 ,1 ,1 ,3 ,0 ,2 ,1 ,6 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,1 ,5 ,1 ,1 ,1 ,1 ,161 ,254 ,103 (64%) ,199 (78%) ,7/35 (20%) ,11/31 (35%) ,4/11 (36%) ,2/15 (13%) ,1/2 (50%) ,2/6 (33%) ,76 ,82 ,24 ,23 ,12 ,17 ,7 ,3 ,7 ,3 ,11 ,6 ,43% ,57% ,7 ,5 ,2 ,1 ,3 ,1 ,2 ,3 ,6 ,3 ,4 ,1 ,2 ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,5 ,4 ,2 ,1 ,1 ,1 ,166 ,217 ,112 (67%) ,163 (75%) ,11/36 (31%) ,20/38 (53%) ,3/7 (43%) ,1/10 (10%) ,4/8 (50%) ,3/6 (50%) ,73 ,79 ,36 ,28 ,17 ,16 ,8 ,6 ,11 ,4 ,11 ,9 ,
Premier League ,19/20 ,8 ,Liverpool ,Leicester City ,2 ,1 ,50% ,50% ,18 ,2 ,8 ,1 ,6 ,1 ,4 ,0 ,4 ,6 ,3 ,2 ,9 ,17 ,1 ,4 ,null ,null ,6 ,1 ,4 ,1 ,null ,null ,null ,null ,14 ,1 ,4 ,1 ,0 ,6 ,494 ,478 ,386 (78%) ,355 (74%) ,41/79 (52%) ,28/66 (42%) ,5/17 (29%) ,1/19 (5%) ,16/24 (67%) ,13/25 (52%) ,165 ,181 ,63 ,54 ,11 ,17 ,19 ,16 ,14 ,19 ,25 ,27 ,55% ,45% ,7 ,0 ,4 ,0 ,3 ,0 ,0 ,0 ,2 ,4 ,1 ,2 ,1 ,1 ,null ,null ,4 ,0 ,3 ,0 ,null ,null ,null ,null ,5 ,0 ,2 ,0 ,0 ,3 ,253 ,207 ,190 (75%) ,140 (68%) ,21/42 (50%) ,13/34 (38%) ,3/10 (30%) ,1/8 (13%) ,10/13 (77%) ,5/12 (42%) ,92 ,101 ,32 ,28 ,3 ,10 ,13 ,7 ,9 ,11 ,12 ,16 ,46% ,54% ,11 ,2 ,4 ,1 ,3 ,1 ,4 ,0 ,2 ,2 ,2 ,0 ,0 ,3 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,null ,null ,9 ,1 ,2 ,1 ,0 ,3 ,241 ,271 ,196 (81%) ,215 (79%) ,20/37 (54%) ,15/32 (47%) ,2/7 (29%) ,0/11 (0%) ,6/11 (55%) ,8/13 (62%) ,73 ,80 ,31 ,26 ,8 ,7 ,6 ,9 ,5 ,8 ,13 ,11 ,
Premier League ,19/20 ,8 ,Norwich City ,Aston Villa ,1 ,5 ,57% ,43% ,21 ,22 ,5 ,12 ,8 ,7 ,8 ,3 ,10 ,6 ,0 ,1 ,14 ,17 ,1 ,3 ,null ,null ,2 ,6 ,1 ,3 ,0 ,1 ,1 ,0 ,15 ,12 ,6 ,10 ,7 ,4 ,472 ,345 ,383 (81%) ,268 (78%) ,16/37 (43%) ,39/71 (55%) ,1/20 (5%) ,3/17 (18%) ,17/24 (71%) ,4/14 (29%) ,139 ,127 ,64 ,47 ,10 ,14 ,20 ,16 ,7 ,11 ,20 ,34 ,52% ,48% ,12 ,16 ,3 ,9 ,3 ,5 ,6 ,2 ,4 ,3 ,0 ,0 ,1 ,1 ,null ,null ,0 ,5 ,0 ,3 ,0 ,1 ,1 ,0 ,8 ,10 ,4 ,6 ,7 ,3 ,234 ,207 ,189 (81%) ,169 (82%) ,10/23 (43%) ,23/37 (62%) ,1/10 (10%) ,3/13 (23%) ,6/7 (86%) ,4/7 (57%) ,65 ,65 ,33 ,21 ,7 ,5 ,10 ,5 ,3 ,5 ,13 ,15 ,63% ,37% ,9 ,6 ,2 ,3 ,5 ,2 ,2 ,1 ,6 ,3 ,0 ,1 ,0 ,2 ,null ,null ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,2 ,2 ,4 ,0 ,1 ,238 ,138 ,194 (82%) ,99 (72%) ,6/14 (43%) ,16/34 (47%) ,0/10 (0%) ,0/4 (0%) ,11/17 (65%) ,0/7 (0%) ,74 ,62 ,31 ,26 ,3 ,9 ,10 ,11 ,4 ,6 ,7 ,19 ,
Premier League ,19/20 ,8 ,Watford ,Sheffield United ,0 ,0 ,39% ,61% ,8 ,9 ,2 ,3 ,4 ,4 ,2 ,2 ,7 ,7 ,2 ,3 ,7 ,6 ,0 ,2 ,null ,null ,3 ,0 ,3 ,0 ,null ,null ,1 ,0 ,5 ,5 ,3 ,4 ,3 ,2 ,360 ,554 ,252 (70%) ,455 (82%) ,15/57 (26%) ,54/104 (52%) ,3/20 (15%) ,6/30 (20%) ,10/19 (53%) ,7/11 (64%) ,163 ,164 ,59 ,53 ,26 ,25 ,17 ,15 ,9 ,9 ,34 ,27 ,32% ,68% ,4 ,4 ,0 ,2 ,3 ,2 ,1 ,0 ,4 ,6 ,1 ,2 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,0 ,0 ,3 ,3 ,1 ,1 ,2 ,0 ,142 ,313 ,100 (70%) ,269 (86%) ,5/25 (20%) ,35/58 (60%) ,2/11 (18%) ,5/20 (25%) ,4/12 (33%) ,2/5 (40%) ,72 ,82 ,25 ,33 ,11 ,18 ,9 ,11 ,4 ,3 ,23 ,12 ,47% ,53% ,4 ,5 ,2 ,1 ,1 ,2 ,1 ,2 ,3 ,1 ,1 ,1 ,0 ,2 ,null ,null ,2 ,0 ,2 ,0 ,null ,null ,1 ,0 ,2 ,2 ,2 ,3 ,1 ,2 ,218 ,241 ,152 (70%) ,186 (77%) ,10/32 (31%) ,19/46 (41%) ,1/9 (11%) ,1/10 (10%) ,6/7 (86%) ,5/6 (83%) ,91 ,82 ,34 ,20 ,15 ,7 ,8 ,4 ,5 ,6 ,11 ,15 ,
Premier League ,19/20 ,8 ,West Ham United ,Crystal Palace ,1 ,2 ,51% ,49% ,9 ,7 ,4 ,4 ,4 ,1 ,1 ,2 ,2 ,2 ,2 ,4 ,11 ,7 ,3 ,2 ,null ,null ,1 ,3 ,1 ,1 ,null ,null ,null ,null ,8 ,5 ,1 ,2 ,1 ,4 ,519 ,489 ,426 (82%) ,395 (81%) ,28/55 (51%) ,29/66 (44%) ,5/15 (33%) ,3/9 (33%) ,6/8 (75%) ,13/18 (72%) ,131 ,146 ,59 ,52 ,27 ,20 ,19 ,10 ,9 ,9 ,14 ,18 ,49% ,51% ,4 ,4 ,2 ,2 ,2 ,0 ,0 ,2 ,1 ,2 ,2 ,2 ,1 ,0 ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,4 ,3 ,0 ,1 ,1 ,3 ,281 ,289 ,234 (83%) ,242 (84%) ,11/24 (46%) ,18/37 (49%) ,2/5 (40%) ,2/6 (33%) ,2/2 (100%) ,6/9 (67%) ,66 ,72 ,25 ,29 ,12 ,14 ,9 ,5 ,5 ,4 ,8 ,10 ,55% ,45% ,5 ,3 ,2 ,2 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,2 ,2 ,2 ,null ,null ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,4 ,2 ,1 ,1 ,0 ,1 ,238 ,200 ,192 (81%) ,153 (77%) ,17/31 (55%) ,11/29 (38%) ,3/10 (30%) ,1/3 (33%) ,4/6 (67%) ,7/9 (78%) ,65 ,74 ,34 ,23 ,15 ,6 ,10 ,5 ,4 ,5 ,6 ,8 ,
Premier League ,19/20 ,8 ,Arsenal ,Bournemouth ,1 ,0 ,52% ,48% ,12 ,10 ,2 ,2 ,6 ,7 ,4 ,1 ,14 ,5 ,null ,null ,12 ,6 ,1 ,2 ,null ,null ,1 ,2 ,1 ,2 ,1 ,0 ,null ,null ,9 ,5 ,3 ,5 ,2 ,1 ,443 ,403 ,334 (75%) ,310 (77%) ,31/78 (40%) ,22/49 (45%) ,2/24 (8%) ,3/16 (19%) ,12/17 (71%) ,14/19 (74%) ,166 ,150 ,55 ,66 ,14 ,26 ,23 ,14 ,8 ,19 ,17 ,31 ,58% ,42% ,8 ,3 ,2 ,0 ,3 ,3 ,3 ,0 ,8 ,1 ,null ,null ,0 ,2 ,null ,null ,0 ,1 ,0 ,1 ,0 ,0 ,null ,null ,6 ,2 ,2 ,1 ,0 ,1 ,253 ,182 ,203 (80%) ,138 (76%) ,20/43 (47%) ,9/24 (38%) ,1/15 (7%) ,2/3 (67%) ,5/6 (83%) ,6/7 (86%) ,77 ,62 ,24 ,28 ,9 ,10 ,8 ,5 ,4 ,9 ,2 ,16 ,46% ,54% ,4 ,7 ,0 ,2 ,3 ,4 ,1 ,1 ,6 ,4 ,null ,null ,1 ,0 ,null ,null ,1 ,1 ,1 ,1 ,1 ,0 ,null ,null ,3 ,3 ,1 ,4 ,2 ,0 ,190 ,221 ,131 (69%) ,172 (78%) ,11/35 (31%) ,13/25 (52%) ,1/9 (11%) ,1/13 (8%) ,7/11 (64%) ,8/12 (67%) ,89 ,88 ,31 ,38 ,5 ,16 ,15 ,9 ,4 ,10 ,15 ,15 ,
Premier League ,19/20 ,8 ,Manchester City ,Wolverhampton ,0 ,2 ,76% ,24% ,18 ,7 ,2 ,2 ,6 ,3 ,10 ,2 ,9 ,1 ,1 ,2 ,11 ,14 ,5 ,2 ,null ,null ,2 ,3 ,2 ,1 ,1 ,0 ,0 ,4 ,9 ,4 ,9 ,3 ,0 ,2 ,714 ,230 ,634 (89%) ,149 (65%) ,44/63 (70%) ,23/64 (36%) ,8/36 (22%) ,1/5 (20%) ,10/19 (53%) ,10/19 (53%) ,145 ,117 ,49 ,54 ,11 ,15 ,14 ,18 ,11 ,15 ,5 ,43 ,71% ,29% ,6 ,4 ,2 ,0 ,2 ,2 ,2 ,2 ,3 ,0 ,1 ,1 ,0 ,0 ,null ,null ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,2 ,4 ,2 ,0 ,2 ,356 ,141 ,318 (89%) ,96 (68%) ,25/38 (66%) ,12/36 (33%) ,2/13 (15%) ,0/2 (0%) ,6/11 (55%) ,7/14 (50%) ,68 ,64 ,27 ,23 ,6 ,5 ,8 ,10 ,6 ,4 ,2 ,17 ,80% ,20% ,12 ,3 ,0 ,2 ,4 ,1 ,8 ,0 ,6 ,1 ,0 ,1 ,5 ,2 ,null ,null ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,4 ,7 ,2 ,5 ,1 ,0 ,0 ,358 ,89 ,316 (88%) ,53 (60%) ,19/25 (76%) ,11/28 (39%) ,6/23 (26%) ,1/3 (33%) ,4/8 (50%) ,3/5 (60%) ,77 ,53 ,22 ,31 ,5 ,10 ,6 ,8 ,5 ,11 ,3 ,26 ,
