League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Possession lost Home ,1ST Duels Possession lost Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Possession lost Home ,2ND Duels Possession lost Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,18/19 ,10 ,Crystal Palace ,Arsenal ,2 ,2 ,42% ,58% ,16 ,7 ,3 ,2 ,11 ,3 ,2 ,2 ,6 ,4 ,2 ,0 ,10 ,16 ,1 ,2 ,null ,null ,3 ,1 ,1 ,0 ,2 ,0 ,null ,null ,9 ,4 ,7 ,3 ,0 ,1 ,399 ,555 ,311 (78%) ,463 (83%) ,22/54 (41%) ,23/45 (51%) ,1/15 (7%) ,1/10 (10%) ,10/18 (56%) ,7/12 (58%) ,156 ,144 ,60 ,58 ,13 ,17 ,22 ,25 ,14 ,14 ,9 ,33 ,35% ,65% ,6 ,3 ,1 ,0 ,4 ,2 ,1 ,1 ,5 ,2 ,1 ,0 ,1 ,0 ,null ,null ,2 ,0 ,1 ,0 ,1 ,0 ,null ,null ,4 ,3 ,2 ,0 ,0 ,0 ,176 ,332 ,136 (77%) ,289 (87%) ,9/23 (39%) ,17/26 (65%) ,1/8 (13%) ,0/3 (0%) ,3/4 (75%) ,3/5 (60%) ,null ,null ,26 ,26 ,5 ,8 ,12 ,9 ,5 ,6 ,0 ,11 ,49% ,51% ,10 ,4 ,2 ,2 ,7 ,1 ,1 ,1 ,1 ,2 ,1 ,0 ,0 ,2 ,null ,null ,1 ,1 ,0 ,0 ,1 ,0 ,null ,null ,5 ,1 ,5 ,3 ,0 ,1 ,223 ,223 ,175 (78%) ,174 (78%) ,13/31 (42%) ,6/19 (32%) ,0/7 (0%) ,1/7 (14%) ,7/14 (50%) ,4/7 (57%) ,null ,null ,34 ,32 ,8 ,9 ,10 ,16 ,9 ,8 ,9 ,22 ,
Premier League ,18/19 ,10 ,Manchester United ,Everton ,2 ,1 ,53% ,47% ,14 ,14 ,10 ,6 ,3 ,7 ,1 ,1 ,8 ,4 ,7 ,0 ,15 ,12 ,2 ,1 ,null ,null ,4 ,2 ,3 ,1 ,null ,null ,2 ,0 ,8 ,9 ,6 ,5 ,5 ,8 ,486 ,413 ,391 (80%) ,332 (80%) ,30/59 (51%) ,21/44 (48%) ,2/17 (12%) ,4/20 (20%) ,4/8 (50%) ,11/18 (61%) ,147 ,135 ,46 ,50 ,15 ,8 ,15 ,16 ,7 ,8 ,10 ,24 ,58% ,42% ,7 ,6 ,5 ,4 ,2 ,1 ,0 ,1 ,3 ,3 ,4 ,0 ,2 ,1 ,null ,null ,2 ,0 ,1 ,0 ,null ,null ,0 ,0 ,4 ,3 ,3 ,3 ,4 ,4 ,278 ,195 ,227 (82%) ,151 (77%) ,17/31 (55%) ,6/19 (32%) ,1/6 (17%) ,1/10 (10%) ,0/4 (0%) ,7/12 (58%) ,null ,null ,21 ,27 ,6 ,4 ,7 ,10 ,3 ,5 ,6 ,13 ,48% ,52% ,7 ,8 ,5 ,2 ,1 ,6 ,1 ,0 ,5 ,1 ,3 ,0 ,0 ,0 ,null ,null ,2 ,2 ,2 ,1 ,null ,null ,2 ,0 ,4 ,6 ,3 ,2 ,1 ,4 ,208 ,218 ,164 (79%) ,181 (83%) ,13/28 (46%) ,15/25 (60%) ,1/11 (9%) ,3/10 (30%) ,4/4 (100%) ,4/6 (67%) ,null ,null ,25 ,23 ,9 ,4 ,8 ,6 ,4 ,3 ,4 ,11 ,
Premier League ,18/19 ,10 ,Tottenham ,Manchester City ,0 ,1 ,48% ,52% ,4 ,13 ,1 ,6 ,3 ,2 ,0 ,5 ,3 ,6 ,4 ,4 ,13 ,13 ,2 ,2 ,null ,null ,1 ,2 ,1 ,1 ,0 ,1 ,1 ,0 ,3 ,10 ,1 ,3 ,4 ,1 ,476 ,514 ,382 (80%) ,429 (83%) ,39/73 (53%) ,24/63 (38%) ,2/13 (15%) ,1/12 (8%) ,7/10 (70%) ,13/23 (57%) ,142 ,140 ,48 ,47 ,12 ,11 ,17 ,12 ,7 ,14 ,20 ,22 ,41% ,59% ,2 ,8 ,1 ,3 ,1 ,2 ,0 ,3 ,1 ,4 ,1 ,3 ,1 ,0 ,null ,null ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,7 ,1 ,1 ,2 ,1 ,205 ,282 ,164 (80%) ,247 (88%) ,19/36 (53%) ,17/32 (53%) ,1/3 (33%) ,1/8 (13%) ,2/3 (67%) ,7/15 (47%) ,null ,null ,24 ,27 ,6 ,6 ,11 ,8 ,5 ,8 ,13 ,5 ,54% ,46% ,2 ,5 ,0 ,3 ,2 ,0 ,0 ,2 ,2 ,2 ,3 ,1 ,1 ,2 ,null ,null ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,3 ,0 ,2 ,2 ,0 ,271 ,232 ,218 (80%) ,182 (78%) ,20/37 (54%) ,7/31 (23%) ,1/10 (10%) ,0/4 (0%) ,5/7 (71%) ,6/8 (75%) ,null ,null ,24 ,20 ,6 ,5 ,6 ,4 ,2 ,6 ,7 ,17 ,
Premier League ,18/19 ,11 ,Bournemouth ,Manchester United ,1 ,2 ,48% ,52% ,18 ,18 ,7 ,8 ,3 ,6 ,8 ,4 ,9 ,5 ,0 ,5 ,12 ,12 ,4 ,3 ,null ,null ,2 ,6 ,1 ,4 ,0 ,1 ,null ,null ,12 ,13 ,6 ,5 ,4 ,6 ,412 ,447 ,317 (77%) ,356 (80%) ,22/53 (42%) ,30/68 (44%) ,5/23 (22%) ,0/13 (0%) ,4/15 (27%) ,6/18 (33%) ,151 ,146 ,49 ,57 ,15 ,23 ,20 ,17 ,7 ,5 ,34 ,29 ,53% ,47% ,12 ,6 ,5 ,1 ,2 ,2 ,5 ,3 ,5 ,2 ,0 ,3 ,0 ,0 ,null ,null ,2 ,2 ,1 ,1 ,0 ,0 ,null ,null ,8 ,6 ,4 ,0 ,0 ,4 ,225 ,202 ,189 (84%) ,160 (79%) ,15/23 (65%) ,16/33 (48%) ,2/13 (15%) ,0/3 (0%) ,1/9 (11%) ,1/4 (25%) ,null ,null ,18 ,28 ,3 ,10 ,6 ,12 ,4 ,3 ,14 ,16 ,43% ,57% ,6 ,12 ,2 ,7 ,1 ,4 ,3 ,1 ,4 ,3 ,0 ,2 ,4 ,3 ,null ,null ,0 ,4 ,0 ,3 ,0 ,1 ,null ,null ,4 ,7 ,2 ,5 ,4 ,2 ,187 ,245 ,128 (68%) ,196 (80%) ,7/30 (23%) ,14/35 (40%) ,3/10 (30%) ,0/10 (0%) ,3/6 (50%) ,5/14 (36%) ,null ,null ,31 ,29 ,12 ,13 ,14 ,5 ,3 ,2 ,20 ,13 ,
Premier League ,18/19 ,11 ,Cardiff City ,Leicester City ,0 ,1 ,40% ,60% ,11 ,13 ,2 ,5 ,8 ,4 ,1 ,4 ,6 ,12 ,4 ,3 ,13 ,12 ,2 ,2 ,null ,null ,1 ,5 ,1 ,4 ,1 ,1 ,0 ,1 ,8 ,10 ,3 ,3 ,3 ,2 ,271 ,403 ,166 (61%) ,305 (76%) ,17/66 (26%) ,24/55 (44%) ,6/18 (33%) ,7/27 (26%) ,4/10 (40%) ,5/13 (38%) ,163 ,153 ,60 ,63 ,32 ,35 ,13 ,11 ,16 ,10 ,27 ,38 ,39% ,61% ,4 ,6 ,1 ,3 ,2 ,2 ,1 ,1 ,0 ,5 ,4 ,1 ,1 ,1 ,null ,null ,0 ,3 ,0 ,3 ,1 ,1 ,0 ,0 ,1 ,5 ,3 ,1 ,2 ,1 ,146 ,216 ,98 (67%) ,170 (79%) ,9/33 (27%) ,14/29 (48%) ,1/5 (20%) ,1/15 (7%) ,3/6 (50%) ,4/9 (44%) ,null ,null ,30 ,32 ,16 ,18 ,6 ,5 ,8 ,6 ,16 ,15 ,40% ,60% ,7 ,7 ,1 ,2 ,6 ,2 ,0 ,3 ,6 ,7 ,0 ,2 ,1 ,1 ,null ,null ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,1 ,7 ,5 ,0 ,2 ,1 ,1 ,125 ,187 ,68 (54%) ,135 (72%) ,8/33 (24%) ,10/26 (38%) ,5/13 (38%) ,6/12 (50%) ,1/4 (25%) ,1/4 (25%) ,null ,null ,30 ,31 ,16 ,17 ,7 ,6 ,8 ,4 ,11 ,23 ,
Premier League ,18/19 ,11 ,Everton ,Brighton & Hove Albion ,3 ,1 ,61% ,39% ,14 ,5 ,3 ,3 ,9 ,0 ,2 ,2 ,6 ,4 ,2 ,2 ,9 ,17 ,0 ,1 ,null ,null ,5 ,1 ,4 ,0 ,1 ,0 ,null ,null ,11 ,3 ,3 ,2 ,2 ,0 ,491 ,315 ,408 (83%) ,215 (68%) ,24/49 (49%) ,30/69 (43%) ,5/34 (15%) ,2/11 (18%) ,10/14 (71%) ,6/12 (50%) ,161 ,150 ,66 ,48 ,24 ,17 ,18 ,16 ,12 ,10 ,15 ,30 ,62% ,38% ,8 ,4 ,1 ,2 ,6 ,0 ,1 ,2 ,3 ,3 ,2 ,1 ,0 ,1 ,null ,null ,2 ,1 ,2 ,0 ,0 ,0 ,null ,null ,7 ,2 ,1 ,2 ,1 ,0 ,253 ,154 ,217 (86%) ,98 (64%) ,13/23 (57%) ,15/34 (43%) ,3/21 (14%) ,1/7 (14%) ,3/5 (60%) ,3/4 (75%) ,null ,null ,25 ,25 ,15 ,12 ,4 ,4 ,7 ,4 ,9 ,18 ,60% ,40% ,6 ,1 ,2 ,1 ,3 ,0 ,1 ,0 ,3 ,1 ,0 ,1 ,0 ,0 ,null ,null ,3 ,0 ,2 ,0 ,1 ,0 ,null ,null ,4 ,1 ,2 ,0 ,1 ,0 ,238 ,161 ,191 (80%) ,117 (73%) ,11/26 (42%) ,15/35 (43%) ,2/13 (15%) ,1/4 (25%) ,7/9 (78%) ,3/8 (38%) ,null ,null ,41 ,23 ,9 ,5 ,14 ,12 ,5 ,6 ,6 ,12 ,
Premier League ,18/19 ,11 ,Newcastle United ,Watford ,1 ,0 ,41% ,59% ,10 ,16 ,2 ,1 ,4 ,10 ,4 ,5 ,8 ,9 ,4 ,2 ,12 ,11 ,1 ,5 ,null ,null ,1 ,5 ,0 ,5 ,0 ,1 ,0 ,1 ,4 ,14 ,6 ,2 ,1 ,1 ,326 ,452 ,221 (68%) ,359 (79%) ,23/69 (33%) ,34/65 (52%) ,5/19 (26%) ,4/20 (20%) ,8/8 (100%) ,3/11 (27%) ,162 ,155 ,62 ,56 ,25 ,34 ,20 ,8 ,14 ,11 ,29 ,35 ,39% ,61% ,5 ,13 ,1 ,1 ,2 ,7 ,2 ,5 ,3 ,5 ,2 ,1 ,0 ,1 ,null ,null ,0 ,4 ,0 ,4 ,0 ,0 ,0 ,1 ,2 ,11 ,3 ,2 ,1 ,1 ,152 ,227 ,101 (66%) ,183 (81%) ,13/33 (39%) ,16/34 (47%) ,2/5 (40%) ,3/9 (33%) ,5/5 (100%) ,0/3 (0%) ,null ,null ,32 ,29 ,13 ,17 ,10 ,7 ,5 ,7 ,14 ,15 ,44% ,56% ,5 ,3 ,1 ,0 ,2 ,3 ,2 ,0 ,5 ,4 ,2 ,1 ,1 ,4 ,null ,null ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,3 ,3 ,0 ,0 ,0 ,174 ,225 ,120 (69%) ,176 (78%) ,10/36 (28%) ,18/31 (58%) ,3/14 (21%) ,1/11 (9%) ,3/3 (100%) ,3/8 (38%) ,null ,null ,30 ,27 ,12 ,17 ,10 ,1 ,9 ,4 ,15 ,20 ,
Premier League ,18/19 ,11 ,West Ham United ,Burnley ,4 ,2 ,62% ,38% ,22 ,6 ,10 ,3 ,6 ,1 ,6 ,2 ,10 ,4 ,2 ,2 ,7 ,9 ,1 ,4 ,null ,null ,5 ,2 ,2 ,1 ,1 ,1 ,null ,null ,13 ,4 ,9 ,2 ,1 ,5 ,525 ,311 ,425 (81%) ,197 (63%) ,18/49 (37%) ,34/84 (40%) ,2/15 (13%) ,2/9 (22%) ,13/27 (48%) ,5/8 (63%) ,156 ,151 ,51 ,59 ,15 ,28 ,14 ,19 ,7 ,7 ,27 ,35 ,67% ,33% ,9 ,3 ,4 ,2 ,3 ,0 ,2 ,1 ,6 ,2 ,0 ,1 ,1 ,0 ,null ,null ,2 ,1 ,1 ,0 ,0 ,0 ,null ,null ,4 ,2 ,5 ,1 ,1 ,2 ,312 ,150 ,255 (82%) ,90 (60%) ,11/29 (38%) ,16/47 (34%) ,2/9 (22%) ,1/3 (33%) ,5/11 (45%) ,2/2 (100%) ,null ,null ,18 ,29 ,10 ,16 ,1 ,8 ,4 ,2 ,8 ,19 ,56% ,44% ,13 ,3 ,6 ,1 ,3 ,1 ,4 ,1 ,4 ,2 ,2 ,1 ,0 ,4 ,null ,null ,3 ,1 ,1 ,1 ,1 ,1 ,null ,null ,9 ,2 ,4 ,1 ,0 ,3 ,213 ,161 ,170 (80%) ,107 (66%) ,7/20 (35%) ,18/37 (49%) ,0/6 (0%) ,1/6 (17%) ,8/16 (50%) ,3/6 (50%) ,null ,null ,33 ,30 ,5 ,12 ,13 ,11 ,3 ,5 ,19 ,16 ,
Premier League ,18/19 ,11 ,Arsenal ,Liverpool ,1 ,1 ,61% ,39% ,12 ,13 ,4 ,4 ,5 ,5 ,3 ,4 ,5 ,8 ,7 ,1 ,7 ,7 ,1 ,1 ,null ,null ,2 ,2 ,2 ,2 ,0 ,2 ,null ,null ,9 ,10 ,3 ,3 ,3 ,3 ,586 ,356 ,501 (85%) ,276 (78%) ,28/50 (56%) ,27/61 (44%) ,5/16 (31%) ,3/16 (19%) ,5/11 (45%) ,13/20 (65%) ,135 ,142 ,47 ,44 ,15 ,12 ,20 ,13 ,12 ,8 ,28 ,29 ,57% ,43% ,9 ,7 ,2 ,2 ,4 ,3 ,3 ,2 ,2 ,3 ,4 ,1 ,0 ,0 ,null ,null ,2 ,2 ,2 ,2 ,0 ,2 ,null ,null ,7 ,6 ,2 ,1 ,2 ,2 ,290 ,211 ,248 (86%) ,170 (81%) ,11/19 (58%) ,16/34 (47%) ,4/9 (44%) ,1/8 (13%) ,0/3 (0%) ,8/13 (62%) ,null ,null ,26 ,20 ,9 ,3 ,14 ,6 ,4 ,4 ,15 ,13 ,66% ,34% ,3 ,6 ,2 ,2 ,1 ,2 ,0 ,2 ,3 ,5 ,3 ,0 ,1 ,1 ,null ,null ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,2 ,4 ,1 ,2 ,1 ,1 ,296 ,145 ,253 (85%) ,106 (73%) ,17/31 (55%) ,11/27 (41%) ,1/7 (14%) ,2/8 (25%) ,5/8 (63%) ,5/7 (71%) ,null ,null ,21 ,24 ,6 ,9 ,6 ,7 ,8 ,4 ,13 ,16 ,
Premier League ,18/19 ,11 ,Wolverhampton ,Tottenham ,2 ,3 ,48% ,52% ,16 ,10 ,7 ,8 ,4 ,1 ,5 ,1 ,5 ,1 ,5 ,3 ,11 ,8 ,1 ,2 ,null ,null ,3 ,3 ,1 ,1 ,null ,null ,null ,null ,8 ,7 ,8 ,3 ,5 ,5 ,458 ,505 ,374 (82%) ,417 (83%) ,60/93 (65%) ,18/50 (35%) ,6/25 (24%) ,4/7 (57%) ,15/25 (60%) ,11/21 (52%) ,148 ,132 ,56 ,48 ,11 ,7 ,22 ,21 ,9 ,7 ,7 ,23 ,41% ,59% ,8 ,5 ,1 ,4 ,3 ,0 ,4 ,1 ,2 ,0 ,4 ,2 ,1 ,0 ,null ,null ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,2 ,4 ,6 ,1 ,2 ,1 ,217 ,322 ,175 (81%) ,282 (88%) ,24/37 (65%) ,12/26 (46%) ,2/7 (29%) ,2/3 (67%) ,7/8 (88%) ,5/9 (56%) ,null ,null ,25 ,17 ,5 ,0 ,11 ,7 ,3 ,6 ,2 ,5 ,57% ,43% ,8 ,5 ,6 ,4 ,1 ,1 ,1 ,0 ,3 ,1 ,1 ,1 ,0 ,2 ,null ,null ,3 ,2 ,1 ,1 ,null ,null ,null ,null ,6 ,3 ,2 ,2 ,3 ,4 ,241 ,183 ,199 (83%) ,135 (74%) ,36/56 (64%) ,6/24 (25%) ,4/18 (22%) ,2/4 (50%) ,8/17 (47%) ,6/12 (50%) ,null ,null ,31 ,31 ,6 ,7 ,11 ,14 ,6 ,1 ,5 ,18 ,
Premier League ,18/19 ,11 ,Manchester City ,Southampton ,6 ,1 ,67% ,33% ,18 ,13 ,8 ,6 ,5 ,5 ,5 ,2 ,4 ,4 ,1 ,1 ,14 ,9 ,1 ,1 ,null ,null ,3 ,3 ,1 ,2 ,1 ,0 ,2 ,0 ,13 ,9 ,5 ,4 ,5 ,3 ,729 ,341 ,664 (91%) ,269 (79%) ,21/35 (60%) ,33/61 (54%) ,5/12 (42%) ,8/20 (40%) ,15/22 (68%) ,6/13 (46%) ,109 ,110 ,52 ,48 ,16 ,11 ,12 ,19 ,11 ,14 ,17 ,19 ,68% ,32% ,7 ,2 ,5 ,1 ,0 ,1 ,2 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,null ,null ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,2 ,1 ,0 ,0 ,2 ,372 ,174 ,341 (92%) ,137 (79%) ,12/21 (57%) ,22/38 (58%) ,5/11 (45%) ,1/6 (17%) ,9/12 (75%) ,1/6 (17%) ,null ,null ,32 ,25 ,12 ,4 ,6 ,12 ,3 ,7 ,9 ,10 ,66% ,34% ,11 ,11 ,3 ,5 ,5 ,4 ,3 ,2 ,2 ,4 ,1 ,0 ,0 ,0 ,null ,null ,1 ,2 ,1 ,2 ,1 ,0 ,2 ,0 ,7 ,7 ,4 ,4 ,5 ,1 ,357 ,167 ,323 (90%) ,132 (79%) ,9/14 (64%) ,11/23 (48%) ,0/1 (0%) ,7/14 (50%) ,6/10 (60%) ,5/7 (71%) ,null ,null ,20 ,23 ,4 ,7 ,6 ,7 ,8 ,7 ,8 ,9 ,
Premier League ,18/19 ,11 ,Chelsea ,Crystal Palace ,3 ,1 ,73% ,27% ,15 ,7 ,6 ,2 ,5 ,2 ,4 ,3 ,4 ,2 ,6 ,1 ,6 ,13 ,0 ,1 ,null ,null ,3 ,0 ,2 ,0 ,null ,null ,1 ,0 ,9 ,4 ,6 ,3 ,1 ,3 ,883 ,313 ,799 (90%) ,242 (77%) ,40/53 (75%) ,28/65 (43%) ,5/17 (29%) ,0/5 (0%) ,13/20 (65%) ,12/19 (63%) ,136 ,116 ,58 ,50 ,13 ,12 ,21 ,21 ,2 ,19 ,11 ,16 ,77% ,23% ,7 ,3 ,1 ,0 ,3 ,1 ,3 ,2 ,2 ,1 ,4 ,1 ,0 ,0 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,0 ,0 ,4 ,1 ,3 ,2 ,0 ,0 ,422 ,124 ,384 (91%) ,84 (68%) ,25/31 (81%) ,13/38 (34%) ,1/9 (11%) ,0/2 (0%) ,5/7 (71%) ,5/9 (56%) ,null ,null ,29 ,23 ,9 ,6 ,11 ,9 ,1 ,6 ,5 ,10 ,70% ,30% ,8 ,4 ,5 ,2 ,2 ,1 ,1 ,1 ,2 ,1 ,2 ,0 ,0 ,1 ,null ,null ,2 ,0 ,2 ,0 ,null ,null ,1 ,0 ,5 ,3 ,3 ,1 ,1 ,3 ,461 ,189 ,415 (90%) ,158 (84%) ,15/22 (68%) ,15/27 (56%) ,4/8 (50%) ,0/3 (0%) ,8/13 (62%) ,7/10 (70%) ,null ,null ,29 ,27 ,4 ,6 ,10 ,12 ,1 ,13 ,6 ,6 ,
Premier League ,18/19 ,11 ,Huddersfield Town ,Fulham ,1 ,0 ,45% ,55% ,10 ,8 ,2 ,1 ,6 ,3 ,2 ,4 ,5 ,4 ,3 ,6 ,11 ,8 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,5 ,7 ,5 ,1 ,1 ,2 ,387 ,490 ,261 (67%) ,350 (71%) ,38/73 (52%) ,29/83 (35%) ,3/26 (12%) ,4/7 (57%) ,5/9 (56%) ,13/27 (48%) ,191 ,205 ,64 ,67 ,27 ,27 ,25 ,17 ,25 ,7 ,10 ,17 ,48% ,52% ,6 ,1 ,2 ,1 ,3 ,0 ,1 ,0 ,3 ,0 ,3 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,0 ,0 ,3 ,1 ,3 ,0 ,1 ,2 ,227 ,263 ,168 (74%) ,192 (73%) ,17/30 (57%) ,16/42 (38%) ,3/22 (14%) ,0/1 (0%) ,1/2 (50%) ,9/11 (82%) ,null ,null ,30 ,30 ,14 ,9 ,10 ,7 ,15 ,6 ,3 ,13 ,41% ,59% ,4 ,7 ,0 ,0 ,3 ,3 ,1 ,4 ,2 ,4 ,0 ,4 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,1 ,0 ,2 ,6 ,2 ,1 ,0 ,0 ,160 ,227 ,93 (58%) ,158 (70%) ,21/43 (49%) ,13/41 (32%) ,0/4 (0%) ,4/6 (67%) ,4/7 (57%) ,4/16 (25%) ,null ,null ,34 ,37 ,13 ,18 ,15 ,10 ,10 ,1 ,7 ,4 ,
Premier League ,18/19 ,12 ,Cardiff City ,Brighton & Hove Albion ,2 ,1 ,60% ,40% ,20 ,7 ,6 ,3 ,9 ,2 ,5 ,2 ,4 ,1 ,null ,null ,7 ,21 ,2 ,1 ,0 ,1 ,2 ,1 ,null ,null ,3 ,0 ,null ,null ,9 ,4 ,11 ,3 ,2 ,3 ,472 ,315 ,362 (77%) ,202 (64%) ,20/65 (31%) ,25/82 (30%) ,2/20 (10%) ,2/5 (40%) ,7/12 (58%) ,10/14 (71%) ,167 ,148 ,68 ,69 ,30 ,39 ,12 ,14 ,9 ,9 ,7 ,36 ,49% ,51% ,8 ,5 ,2 ,2 ,4 ,1 ,2 ,2 ,0 ,0 ,null ,null ,1 ,0 ,0 ,1 ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,1 ,4 ,7 ,1 ,1 ,1 ,201 ,209 ,145 (72%) ,150 (72%) ,10/34 (29%) ,21/50 (42%) ,0/4 (0%) ,2/4 (50%) ,4/8 (50%) ,5/6 (83%) ,null ,null ,31 ,37 ,13 ,21 ,6 ,10 ,5 ,6 ,2 ,12 ,72% ,28% ,12 ,2 ,4 ,1 ,5 ,1 ,3 ,0 ,4 ,1 ,null ,null ,1 ,1 ,0 ,0 ,1 ,0 ,null ,null ,3 ,0 ,null ,null ,8 ,0 ,4 ,2 ,1 ,2 ,271 ,106 ,217 (80%) ,52 (49%) ,10/31 (32%) ,4/32 (13%) ,2/16 (13%) ,0/1 (0%) ,3/4 (75%) ,5/8 (63%) ,null ,null ,37 ,32 ,17 ,18 ,6 ,4 ,4 ,3 ,5 ,24 ,
