League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,16/17 ,9 ,Manchester City ,Southampton ,1 ,1 ,64% ,36% ,14 ,6 ,3 ,2 ,7 ,3 ,4 ,1 ,10 ,3 ,1 ,4 ,11 ,10 ,3 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,8 ,3 ,6 ,3 ,1 ,2 ,582 ,319 ,488 (84%) ,223 (70%) ,62 ,69 ,16 ,15 ,66% ,34% ,3 ,2 ,0 ,1 ,3 ,1 ,0 ,0 ,3 ,2 ,1 ,2 ,0 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,2 ,2 ,0 ,0 ,0 ,298 ,144 ,250 (84%) ,100 (69%) ,27 ,26 ,9 ,6 ,63% ,37% ,11 ,4 ,3 ,1 ,4 ,2 ,4 ,1 ,7 ,1 ,0 ,2 ,3 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,7 ,1 ,4 ,3 ,1 ,2 ,284 ,175 ,238 (84%) ,123 (70%) ,35 ,43 ,7 ,9 ,
Premier League ,16/17 ,9 ,Chelsea ,Manchester United ,4 ,0 ,43% ,57% ,14 ,16 ,6 ,5 ,3 ,6 ,5 ,5 ,5 ,7 ,2 ,3 ,7 ,17 ,3 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,11 ,9 ,3 ,7 ,5 ,2 ,447 ,556 ,364 (81%) ,485 (87%) ,54 ,44 ,8 ,10 ,47% ,53% ,6 ,7 ,2 ,2 ,2 ,2 ,2 ,3 ,4 ,3 ,0 ,1 ,2 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,6 ,5 ,0 ,2 ,2 ,0 ,242 ,264 ,194 (80%) ,219 (83%) ,24 ,26 ,2 ,9 ,40% ,60% ,8 ,9 ,4 ,3 ,1 ,4 ,3 ,2 ,1 ,4 ,2 ,2 ,1 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,5 ,4 ,3 ,5 ,3 ,2 ,205 ,292 ,170 (83%) ,266 (91%) ,30 ,18 ,6 ,1 ,
Premier League ,16/17 ,10 ,Sunderland ,Arsenal ,1 ,4 ,34% ,66% ,3 ,21 ,1 ,7 ,1 ,12 ,1 ,2 ,0 ,8 ,6 ,1 ,9 ,13 ,4 ,3 ,null ,null ,null ,null ,null ,null ,0 ,2 ,null ,null ,1 ,14 ,2 ,7 ,3 ,0 ,299 ,591 ,216 (72%) ,505 (85%) ,47 ,56 ,12 ,18 ,34% ,66% ,2 ,9 ,0 ,4 ,1 ,4 ,1 ,1 ,0 ,3 ,2 ,0 ,3 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,0 ,4 ,2 ,5 ,3 ,0 ,151 ,292 ,104 (69%) ,250 (86%) ,27 ,29 ,10 ,10 ,33% ,67% ,1 ,12 ,1 ,3 ,0 ,8 ,0 ,1 ,0 ,5 ,4 ,1 ,1 ,3 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,1 ,10 ,0 ,2 ,0 ,0 ,148 ,299 ,112 (76%) ,255 (85%) ,20 ,27 ,2 ,8 ,
Premier League ,16/17 ,10 ,Manchester United ,Burnley ,0 ,0 ,72% ,28% ,38 ,7 ,11 ,1 ,8 ,5 ,19 ,1 ,19 ,1 ,0 ,2 ,12 ,9 ,3 ,3 ,1 ,0 ,null ,null ,null ,null ,2 ,0 ,null ,null ,21 ,4 ,17 ,3 ,1 ,11 ,646 ,244 ,573 (89%) ,162 (66%) ,53 ,51 ,25 ,23 ,73% ,27% ,16 ,4 ,7 ,1 ,2 ,2 ,7 ,1 ,10 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,null ,null ,7 ,2 ,9 ,2 ,1 ,7 ,322 ,113 ,290 (90%) ,70 (62%) ,25 ,25 ,11 ,15 ,70% ,30% ,22 ,3 ,4 ,0 ,6 ,3 ,12 ,0 ,9 ,0 ,0 ,2 ,2 ,3 ,1 ,0 ,null ,null ,null ,null ,2 ,0 ,null ,null ,14 ,2 ,8 ,1 ,0 ,4 ,324 ,131 ,283 (87%) ,92 (70%) ,28 ,26 ,14 ,8 ,
Premier League ,16/17 ,10 ,Middlesbrough ,Bournemouth ,2 ,0 ,40% ,60% ,11 ,18 ,3 ,3 ,6 ,8 ,2 ,7 ,4 ,9 ,null ,null ,7 ,7 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,2 ,1 ,0 ,5 ,7 ,6 ,11 ,2 ,1 ,357 ,526 ,275 (77%) ,438 (83%) ,52 ,59 ,11 ,16 ,43% ,57% ,6 ,8 ,1 ,2 ,4 ,3 ,1 ,3 ,2 ,4 ,null ,null ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,1 ,0 ,3 ,3 ,3 ,5 ,1 ,0 ,189 ,245 ,155 (82%) ,206 (84%) ,25 ,23 ,5 ,5 ,37% ,63% ,5 ,10 ,2 ,1 ,2 ,5 ,1 ,4 ,2 ,5 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,0 ,0 ,2 ,4 ,3 ,6 ,1 ,1 ,168 ,281 ,120 (71%) ,232 (83%) ,27 ,36 ,6 ,11 ,
Premier League ,16/17 ,10 ,Tottenham ,Leicester City ,1 ,1 ,64% ,36% ,22 ,6 ,5 ,1 ,11 ,4 ,6 ,1 ,8 ,1 ,2 ,1 ,11 ,20 ,3 ,4 ,null ,null ,null ,null ,null ,null ,2 ,0 ,null ,null ,10 ,4 ,12 ,2 ,0 ,5 ,493 ,275 ,405 (82%) ,181 (66%) ,72 ,46 ,30 ,12 ,65% ,35% ,10 ,3 ,3 ,0 ,5 ,2 ,2 ,1 ,4 ,1 ,0 ,0 ,2 ,0 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,2 ,5 ,1 ,0 ,2 ,264 ,140 ,221 (84%) ,95 (68%) ,38 ,19 ,15 ,3 ,62% ,38% ,12 ,3 ,2 ,1 ,6 ,2 ,4 ,0 ,4 ,0 ,2 ,1 ,1 ,4 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,5 ,2 ,7 ,1 ,0 ,3 ,229 ,135 ,184 (80%) ,86 (64%) ,34 ,27 ,15 ,9 ,
Premier League ,16/17 ,10 ,Watford ,Hull City ,1 ,0 ,54% ,46% ,23 ,8 ,0 ,2 ,16 ,4 ,7 ,2 ,7 ,2 ,0 ,2 ,13 ,8 ,1 ,2 ,null ,null ,null ,null ,null ,null ,2 ,0 ,null ,null ,12 ,3 ,12 ,5 ,2 ,0 ,476 ,399 ,374 (79%) ,290 (73%) ,51 ,41 ,24 ,15 ,54% ,46% ,13 ,5 ,0 ,1 ,10 ,3 ,3 ,1 ,5 ,0 ,0 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,0 ,null ,null ,6 ,0 ,7 ,5 ,1 ,0 ,250 ,214 ,201 (80%) ,162 (76%) ,22 ,22 ,11 ,9 ,54% ,46% ,10 ,3 ,0 ,1 ,6 ,1 ,4 ,1 ,2 ,2 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,6 ,3 ,5 ,0 ,1 ,0 ,226 ,185 ,173 (77%) ,128 (69%) ,29 ,19 ,13 ,6 ,
Premier League ,16/17 ,10 ,West Bromwich Albion ,Manchester City ,0 ,4 ,30% ,70% ,9 ,21 ,1 ,8 ,7 ,4 ,1 ,9 ,1 ,7 ,3 ,3 ,17 ,10 ,4 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,12 ,3 ,9 ,3 ,1 ,281 ,675 ,220 (78%) ,603 (89%) ,38 ,48 ,8 ,10 ,22% ,78% ,2 ,11 ,0 ,6 ,1 ,3 ,1 ,2 ,0 ,4 ,2 ,3 ,2 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,2 ,5 ,0 ,6 ,3 ,0 ,121 ,427 ,85 (70%) ,390 (91%) ,13 ,25 ,3 ,7 ,40% ,60% ,7 ,10 ,1 ,2 ,6 ,1 ,0 ,7 ,1 ,3 ,1 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,4 ,7 ,3 ,3 ,0 ,1 ,160 ,248 ,135 (84%) ,213 (86%) ,25 ,23 ,5 ,3 ,
Premier League ,16/17 ,10 ,Crystal Palace ,Liverpool ,2 ,4 ,44% ,56% ,7 ,17 ,6 ,10 ,1 ,5 ,0 ,2 ,3 ,3 ,4 ,1 ,15 ,5 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,2 ,null ,null ,6 ,13 ,1 ,4 ,6 ,4 ,417 ,518 ,304 (73%) ,399 (77%) ,76 ,66 ,32 ,19 ,39% ,61% ,2 ,11 ,2 ,5 ,0 ,4 ,0 ,2 ,0 ,3 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,2 ,null ,null ,2 ,9 ,0 ,2 ,2 ,0 ,192 ,286 ,133 (69%) ,226 (79%) ,38 ,30 ,17 ,9 ,49% ,51% ,5 ,6 ,4 ,5 ,1 ,1 ,0 ,0 ,3 ,0 ,2 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,4 ,1 ,2 ,4 ,4 ,225 ,232 ,171 (76%) ,173 (75%) ,38 ,36 ,15 ,10 ,
Premier League ,16/17 ,10 ,Everton ,West Ham United ,2 ,0 ,49% ,51% ,17 ,13 ,6 ,3 ,4 ,4 ,7 ,6 ,8 ,8 ,2 ,1 ,15 ,12 ,2 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,12 ,7 ,5 ,6 ,3 ,4 ,410 ,418 ,333 (81%) ,351 (84%) ,52 ,40 ,14 ,8 ,51% ,49% ,9 ,7 ,1 ,1 ,2 ,3 ,6 ,3 ,5 ,2 ,1 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,4 ,3 ,3 ,1 ,1 ,203 ,200 ,161 (79%) ,162 (81%) ,30 ,18 ,12 ,4 ,47% ,53% ,8 ,6 ,5 ,2 ,2 ,1 ,1 ,3 ,3 ,6 ,1 ,0 ,1 ,3 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,3 ,2 ,3 ,2 ,3 ,207 ,218 ,172 (83%) ,189 (87%) ,22 ,22 ,2 ,4 ,
Premier League ,16/17 ,10 ,Southampton ,Chelsea ,0 ,2 ,54% ,46% ,10 ,13 ,1 ,7 ,6 ,4 ,3 ,2 ,7 ,3 ,2 ,0 ,13 ,16 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,6 ,9 ,4 ,4 ,5 ,1 ,486 ,409 ,408 (84%) ,325 (79%) ,64 ,69 ,18 ,16 ,61% ,39% ,8 ,5 ,1 ,3 ,5 ,0 ,2 ,2 ,6 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,4 ,4 ,1 ,2 ,1 ,279 ,175 ,241 (86%) ,131 (75%) ,33 ,31 ,10 ,9 ,47% ,53% ,2 ,8 ,0 ,4 ,1 ,4 ,1 ,0 ,1 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,2 ,5 ,0 ,3 ,3 ,0 ,207 ,234 ,167 (81%) ,194 (83%) ,31 ,38 ,8 ,7 ,
Premier League ,16/17 ,10 ,Stoke City ,Swansea City ,3 ,1 ,45% ,55% ,17 ,14 ,4 ,6 ,8 ,4 ,5 ,4 ,6 ,4 ,2 ,1 ,7 ,14 ,2 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,null ,null ,11 ,8 ,7 ,6 ,5 ,2 ,364 ,435 ,267 (73%) ,347 (80%) ,59 ,52 ,16 ,27 ,46% ,54% ,10 ,8 ,2 ,3 ,4 ,2 ,4 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,0 ,null ,null ,4 ,4 ,6 ,4 ,2 ,1 ,171 ,199 ,133 (78%) ,162 (81%) ,33 ,23 ,9 ,15 ,44% ,56% ,7 ,6 ,2 ,3 ,4 ,2 ,1 ,1 ,3 ,2 ,2 ,1 ,2 ,0 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,7 ,4 ,1 ,2 ,3 ,1 ,193 ,236 ,134 (69%) ,185 (78%) ,26 ,29 ,7 ,12 ,
Premier League ,16/17 ,11 ,Bournemouth ,Sunderland ,1 ,2 ,69% ,31% ,22 ,9 ,7 ,4 ,10 ,0 ,5 ,5 ,12 ,2 ,1 ,2 ,14 ,17 ,3 ,4 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,null ,null ,16 ,6 ,6 ,3 ,2 ,6 ,537 ,235 ,464 (86%) ,163 (69%) ,56 ,55 ,7 ,14 ,65% ,35% ,6 ,6 ,4 ,2 ,2 ,0 ,0 ,4 ,2 ,1 ,1 ,1 ,2 ,1 ,0 ,0 ,null ,null ,null ,null ,0 ,0 ,null ,null ,4 ,4 ,2 ,2 ,1 ,3 ,263 ,143 ,227 (86%) ,102 (71%) ,17 ,30 ,4 ,8 ,74% ,26% ,16 ,3 ,3 ,2 ,8 ,0 ,5 ,1 ,10 ,1 ,0 ,1 ,1 ,3 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,null ,null ,12 ,2 ,4 ,1 ,1 ,3 ,274 ,92 ,237 (86%) ,61 (66%) ,39 ,25 ,3 ,6 ,
Premier League ,16/17 ,11 ,Burnley ,Crystal Palace ,3 ,2 ,38% ,62% ,14 ,16 ,7 ,5 ,6 ,7 ,1 ,4 ,4 ,7 ,3 ,3 ,11 ,12 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,2 ,0 ,9 ,8 ,5 ,8 ,3 ,3 ,328 ,508 ,214 (65%) ,400 (79%) ,57 ,59 ,20 ,27 ,42% ,58% ,5 ,7 ,3 ,3 ,1 ,3 ,1 ,1 ,2 ,4 ,1 ,2 ,1 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,0 ,0 ,3 ,5 ,2 ,2 ,3 ,0 ,181 ,237 ,129 (71%) ,188 (79%) ,24 ,27 ,12 ,12 ,33% ,67% ,9 ,9 ,4 ,2 ,5 ,4 ,0 ,3 ,2 ,3 ,2 ,1 ,0 ,2 ,null ,null ,null ,null ,null ,null ,0 ,1 ,2 ,0 ,6 ,3 ,3 ,6 ,0 ,3 ,147 ,271 ,85 (58%) ,212 (78%) ,33 ,32 ,8 ,15 ,
Premier League ,16/17 ,11 ,Manchester City ,Middlesbrough ,1 ,1 ,71% ,29% ,25 ,5 ,7 ,3 ,11 ,1 ,7 ,1 ,8 ,2 ,5 ,2 ,7 ,15 ,1 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,14 ,3 ,11 ,2 ,2 ,6 ,632 ,266 ,554 (88%) ,181 (68%) ,62 ,54 ,16 ,14 ,78% ,22% ,19 ,0 ,7 ,0 ,6 ,0 ,6 ,0 ,8 ,0 ,3 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,12 ,0 ,7 ,0 ,0 ,6 ,335 ,98 ,307 (92%) ,59 (60%) ,30 ,21 ,10 ,7 ,63% ,37% ,6 ,5 ,0 ,3 ,5 ,1 ,1 ,1 ,0 ,2 ,2 ,2 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,2 ,3 ,4 ,2 ,2 ,0 ,297 ,168 ,247 (83%) ,122 (73%) ,32 ,33 ,6 ,7 ,
Premier League ,16/17 ,11 ,West Ham United ,Stoke City ,1 ,1 ,58% ,42% ,9 ,12 ,2 ,4 ,6 ,7 ,1 ,1 ,6 ,4 ,4 ,1 ,11 ,10 ,4 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,6 ,6 ,4 ,6 ,3 ,2 ,498 ,361 ,410 (82%) ,267 (74%) ,56 ,50 ,21 ,21 ,58% ,42% ,4 ,6 ,1 ,1 ,3 ,4 ,0 ,1 ,2 ,1 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,1 ,4 ,3 ,2 ,1 ,1 ,252 ,177 ,206 (82%) ,133 (75%) ,27 ,23 ,10 ,10 ,57% ,43% ,5 ,6 ,1 ,3 ,3 ,3 ,1 ,0 ,4 ,3 ,2 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,5 ,2 ,1 ,4 ,2 ,1 ,246 ,184 ,204 (83%) ,134 (73%) ,29 ,27 ,11 ,11 ,
Premier League ,16/17 ,11 ,Chelsea ,Everton ,5 ,0 ,60% ,40% ,21 ,1 ,9 ,0 ,5 ,1 ,7 ,0 ,4 ,2 ,2 ,1 ,5 ,16 ,0 ,3 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,15 ,1 ,6 ,0 ,0 ,4 ,685 ,463 ,616 (90%) ,380 (82%) ,67 ,49 ,8 ,18 ,60% ,40% ,9 ,0 ,3 ,0 ,5 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,7 ,0 ,2 ,0 ,0 ,0 ,319 ,211 ,288 (90%) ,168 (80%) ,33 ,25 ,7 ,9 ,59% ,41% ,12 ,1 ,6 ,0 ,0 ,1 ,6 ,0 ,2 ,2 ,2 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,8 ,1 ,4 ,0 ,0 ,4 ,366 ,252 ,328 (90%) ,212 (84%) ,34 ,24 ,1 ,9 ,
Premier League ,16/17 ,11 ,Arsenal ,Tottenham ,1 ,1 ,45% ,55% ,15 ,10 ,2 ,3 ,9 ,7 ,4 ,0 ,7 ,2 ,7 ,1 ,11 ,17 ,1 ,2 ,null ,null ,null ,null ,null ,null ,1 ,1 ,null ,null ,8 ,7 ,8 ,3 ,2 ,2 ,423 ,522 ,298 (70%) ,395 (76%) ,61 ,55 ,19 ,17 ,40% ,60% ,7 ,3 ,1 ,0 ,4 ,3 ,2 ,0 ,1 ,0 ,7 ,0 ,0 ,1 ,null ,null ,null ,null ,null ,null ,1 ,0 ,null ,null ,3 ,2 ,5 ,1 ,0 ,1 ,205 ,303 ,152 (74%) ,240 (79%) ,26 ,29 ,6 ,11 ,51% ,49% ,8 ,7 ,1 ,3 ,5 ,4 ,2 ,0 ,6 ,2 ,0 ,1 ,1 ,1 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,5 ,5 ,3 ,2 ,2 ,1 ,218 ,219 ,146 (67%) ,155 (71%) ,35 ,26 ,13 ,6 ,
Premier League ,16/17 ,11 ,Hull City ,Southampton ,2 ,1 ,33% ,67% ,6 ,19 ,2 ,7 ,4 ,5 ,0 ,7 ,1 ,10 ,1 ,1 ,13 ,15 ,0 ,5 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,4 ,13 ,2 ,6 ,6 ,0 ,319 ,631 ,228 (71%) ,538 (85%) ,47 ,51 ,15 ,25 ,38% ,62% ,1 ,6 ,0 ,4 ,1 ,1 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,1 ,4 ,0 ,2 ,3 ,0 ,207 ,347 ,162 (78%) ,302 (87%) ,21 ,20 ,9 ,9 ,27% ,73% ,5 ,13 ,2 ,3 ,3 ,4 ,0 ,6 ,1 ,8 ,1 ,0 ,0 ,4 ,null ,null ,null ,null ,null ,null ,0 ,1 ,null ,null ,3 ,9 ,2 ,4 ,3 ,0 ,112 ,284 ,66 (59%) ,236 (83%) ,26 ,31 ,6 ,16 ,
Premier League ,16/17 ,11 ,Liverpool ,Watford ,6 ,1 ,59% ,41% ,28 ,11 ,17 ,8 ,9 ,2 ,2 ,1 ,6 ,3 ,1 ,2 ,14 ,10 ,1 ,2 ,null ,null ,null ,null ,null ,null ,2 ,0 ,null ,null ,22 ,4 ,6 ,7 ,7 ,11 ,563 ,378 ,446 (79%) ,262 (69%) ,48 ,55 ,14 ,19 ,59% ,41% ,15 ,4 ,9 ,2 ,5 ,2 ,1 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,null ,null ,null ,null ,null ,null ,0 ,0 ,null ,null ,12 ,0 ,3 ,4 ,2 ,6 ,262 ,179 ,208 (79%) ,121 (68%) ,29 ,28 ,8 ,9 ,59% ,41% ,13 ,7 ,8 ,6 ,4 ,0 ,1 ,1 ,2 ,3 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,2 ,0 ,null ,null ,10 ,4 ,3 ,3 ,5 ,5 ,301 ,199 ,238 (79%) ,141 (71%) ,19 ,27 ,6 ,10 ,
Premier League ,16/17 ,11 ,Swansea City ,Manchester United ,1 ,3 ,37% ,63% ,6 ,9 ,1 ,3 ,2 ,5 ,3 ,1 ,2 ,0 ,0 ,1 ,9 ,16 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,7 ,4 ,2 ,null ,null ,449 ,762 ,366 (82%) ,695 (91%) ,50 ,56 ,10 ,16 ,33% ,67% ,1 ,8 ,0 ,3 ,0 ,4 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,6 ,1 ,2 ,null ,null ,229 ,448 ,183 (80%) ,413 (92%) ,20 ,24 ,5 ,9 ,41% ,59% ,5 ,1 ,1 ,0 ,2 ,1 ,2 ,0 ,2 ,0 ,0 ,1 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,2 ,1 ,3 ,0 ,null ,null ,220 ,314 ,183 (83%) ,282 (90%) ,30 ,32 ,5 ,7 ,
Premier League ,16/17 ,11 ,Leicester City ,West Bromwich Albion ,1 ,2 ,59% ,41% ,5 ,11 ,2 ,5 ,3 ,3 ,0 ,3 ,5 ,6 ,4 ,0 ,8 ,8 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,7 ,2 ,4 ,3 ,2 ,520 ,358 ,381 (73%) ,246 (69%) ,58 ,68 ,23 ,36 ,60% ,40% ,0 ,5 ,0 ,2 ,0 ,2 ,0 ,1 ,1 ,1 ,3 ,0 ,0 ,0 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,0 ,3 ,0 ,2 ,2 ,0 ,280 ,180 ,205 (73%) ,118 (66%) ,31 ,29 ,12 ,18 ,57% ,43% ,5 ,6 ,2 ,3 ,3 ,1 ,0 ,2 ,4 ,5 ,1 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,null ,null ,null ,null ,3 ,4 ,2 ,2 ,1 ,2 ,240 ,178 ,176 (73%) ,128 (72%) ,27 ,39 ,11 ,18 ,
